Time(sec)	CellId	BwpId	txStreamId 	IMSI	rxStreamId	pathLoss(dB)
0.0493036	1	0	0	7	0	-80.9761
0.0504911	1	0	0	8	0	-80.9118
0.0515536	1	0	0	3	0	-81.1762
0.0516786	1	0	0	5	0	-81.1242
0.0527411	1	0	0	2	0	-81.4474
0.0529286	1	0	0	6	0	-80.8887
0.0536161	1	0	0	1	0	-81.3827
0.0539286	1	0	0	4	0	-81.3384
0.0543036	1	0	0	7	0	-80.9761
0.0551205	1	0	0	7	0	-80.9761
0.055183	1	0	0	7	0	-80.9761
0.0554911	1	0	0	8	0	-80.9118
0.0565536	1	0	0	3	0	-81.1762
0.0566786	1	0	0	5	0	-81.1242
0.057683	1	0	0	7	0	-80.9761
0.0577411	1	0	0	2	0	-81.4474
0.0577455	1	0	0	7	0	-80.9761
0.0579286	1	0	0	6	0	-80.8887
0.0586161	1	0	0	1	0	-81.3827
0.0589286	1	0	0	4	0	-81.3384
0.0593036	1	0	0	7	0	-80.9761
0.0603705	1	0	0	7	0	-80.9761
0.060433	1	0	0	7	0	-80.9761
0.0604911	1	0	0	8	0	-80.9118
0.0615536	1	0	0	3	0	-81.1762
0.0616786	1	0	0	5	0	-81.1242
0.0627411	1	0	0	2	0	-81.4474
0.0629286	1	0	0	6	0	-80.8887
0.0636161	1	0	0	1	0	-81.3827
0.0639286	1	0	0	4	0	-81.3384
0.0643036	1	0	0	7	0	-80.9761
0.0654911	1	0	0	8	0	-80.9118
0.0661205	1	0	0	7	0	-80.9761
0.066183	1	0	0	7	0	-80.9761
0.0665536	1	0	0	3	0	-81.1762
0.0666786	1	0	0	5	0	-81.1242
0.0677411	1	0	0	2	0	-81.4474
0.0679286	1	0	0	6	0	-80.8887
0.0686161	1	0	0	1	0	-81.3827
0.0689286	1	0	0	4	0	-81.3384
0.0693036	1	0	0	7	0	-80.9761
0.0704911	1	0	0	8	0	-80.9118
0.0715536	1	0	0	3	0	-81.1762
0.0716786	1	0	0	5	0	-81.1242
0.0727411	1	0	0	2	0	-81.4474
0.0729286	1	0	0	6	0	-80.8887
0.0736161	1	0	0	1	0	-81.3827
0.0739286	1	0	0	4	0	-81.3384
0.0743036	1	0	0	7	0	-80.9761
0.0754911	1	0	0	8	0	-80.9118
0.0765536	1	0	0	3	0	-81.1762
0.0766786	1	0	0	5	0	-81.1242
0.0777411	1	0	0	2	0	-81.4474
0.0779286	1	0	0	6	0	-80.8887
0.078433	1	0	0	7	0	-80.9761
0.0784955	1	0	0	7	0	-80.9761
0.0786161	1	0	0	1	0	-81.3827
0.0789286	1	0	0	4	0	-81.3384
0.0793036	1	0	0	7	0	-80.9761
0.0804911	1	0	0	8	0	-80.9118
0.0815536	1	0	0	3	0	-81.1762
0.0816786	1	0	0	5	0	-81.1242
0.0827411	1	0	0	2	0	-81.4474
0.0829286	1	0	0	6	0	-80.8887
0.0836161	1	0	0	1	0	-81.3827
0.0839286	1	0	0	4	0	-81.3384
0.0843036	1	0	0	7	0	-80.9761
0.0854911	1	0	0	8	0	-80.9118
0.0865536	1	0	0	3	0	-81.1762
0.0866786	1	0	0	5	0	-81.1242
0.0877411	1	0	0	2	0	-81.4474
0.0879286	1	0	0	6	0	-80.8887
0.0886161	1	0	0	1	0	-81.3827
0.0889286	1	0	0	4	0	-81.3384
0.0893036	1	0	0	7	0	-80.9761
0.0904911	1	0	0	8	0	-80.9118
0.0908705	1	0	0	7	0	-80.9761
0.090933	1	0	0	7	0	-80.9761
0.0915536	1	0	0	3	0	-81.1762
0.0916786	1	0	0	5	0	-81.1242
0.0927411	1	0	0	2	0	-81.4474
0.0929286	1	0	0	6	0	-80.8887
0.0936161	1	0	0	1	0	-81.3827
0.093808	1	0	0	7	0	-80.9761
0.0938705	1	0	0	7	0	-80.9761
0.0939286	1	0	0	4	0	-81.3384
0.0943036	1	0	0	7	0	-80.9761
0.0954911	1	0	0	8	0	-80.9118
0.0965536	1	0	0	3	0	-81.1762
0.0966786	1	0	0	5	0	-81.1242
0.0977411	1	0	0	2	0	-81.4474
0.0979286	1	0	0	6	0	-80.8887
0.0979955	1	0	0	7	0	-80.9761
0.098058	1	0	0	7	0	-80.9761
0.0986161	1	0	0	1	0	-81.3827
0.0989286	1	0	0	4	0	-81.3384
0.0993036	1	0	0	7	0	-80.9761
0.100491	1	0	0	8	0	-80.9118
0.100933	1	0	0	7	0	-80.9761
0.100996	1	0	0	7	0	-80.9761
0.101554	1	0	0	3	0	-81.1762
0.101679	1	0	0	5	0	-81.1242
0.102741	1	0	0	2	0	-81.4474
0.102929	1	0	0	6	0	-80.8887
0.103616	1	0	0	1	0	-81.3827
0.103929	1	0	0	4	0	-81.3384
0.104304	1	0	0	7	0	-80.9761
0.105491	1	0	0	8	0	-80.9118
0.106554	1	0	0	3	0	-81.1762
0.106679	1	0	0	5	0	-81.1242
0.107741	1	0	0	2	0	-81.4474
0.107929	1	0	0	6	0	-80.8887
0.108616	1	0	0	1	0	-81.3827
0.108929	1	0	0	4	0	-81.3384
0.109304	1	0	0	7	0	-80.9761
0.109996	1	0	0	7	0	-80.9761
0.110058	1	0	0	7	0	-80.9761
0.110491	1	0	0	8	0	-80.9118
0.111554	1	0	0	3	0	-81.1762
0.111679	1	0	0	5	0	-81.1242
0.112741	1	0	0	2	0	-81.4474
0.112929	1	0	0	6	0	-80.8887
0.113616	1	0	0	1	0	-81.3827
0.113929	1	0	0	4	0	-81.3384
0.114304	1	0	0	7	0	-80.9761
0.115491	1	0	0	8	0	-80.9118
0.116554	1	0	0	3	0	-81.1762
0.116679	1	0	0	5	0	-81.1242
0.117741	1	0	0	2	0	-81.4474
0.117929	1	0	0	6	0	-80.8887
0.118616	1	0	0	1	0	-81.3827
0.118929	1	0	0	4	0	-81.3384
0.119304	1	0	0	7	0	-80.9761
0.120491	1	0	0	8	0	-80.9118
0.121554	1	0	0	3	0	-81.1762
0.121679	1	0	0	5	0	-81.1242
0.122371	1	0	0	7	0	-80.9761
0.122433	1	0	0	7	0	-80.9761
0.122741	1	0	0	2	0	-81.4474
0.122929	1	0	0	6	0	-80.8887
0.123616	1	0	0	1	0	-81.3827
0.123929	1	0	0	4	0	-81.3384
0.124304	1	0	0	7	0	-80.9761
0.125491	1	0	0	8	0	-80.9118
0.125933	1	0	0	7	0	-80.9761
0.125996	1	0	0	7	0	-80.9761
0.126554	1	0	0	3	0	-81.1762
0.126679	1	0	0	5	0	-81.1242
0.127741	1	0	0	2	0	-81.4474
0.127929	1	0	0	6	0	-80.8887
0.128616	1	0	0	1	0	-81.3827
0.128929	1	0	0	4	0	-81.3384
0.129304	1	0	0	7	0	-80.9761
0.130491	1	0	0	8	0	-80.9118
0.131554	1	0	0	3	0	-81.1762
0.131679	1	0	0	5	0	-81.1242
0.132741	1	0	0	2	0	-81.4474
0.132929	1	0	0	6	0	-80.8887
0.133616	1	0	0	1	0	-81.3827
0.133929	1	0	0	4	0	-81.3384
0.134304	1	0	0	7	0	-80.9761
0.135491	1	0	0	8	0	-80.9118
0.136554	1	0	0	3	0	-81.1762
0.136679	1	0	0	5	0	-81.1242
0.137741	1	0	0	2	0	-81.4474
0.137929	1	0	0	6	0	-80.8887
0.138616	1	0	0	1	0	-81.3827
0.138929	1	0	0	4	0	-81.3384
0.139304	1	0	0	7	0	-80.9761
0.140491	1	0	0	8	0	-80.9118
0.141554	1	0	0	3	0	-81.1762
0.141679	1	0	0	5	0	-81.1242
0.142741	1	0	0	2	0	-81.4474
0.142929	1	0	0	6	0	-80.8887
0.143616	1	0	0	1	0	-81.3827
0.143929	1	0	0	4	0	-81.3384
0.144304	1	0	0	7	0	-80.9761
0.145491	1	0	0	8	0	-80.9118
0.146554	1	0	0	3	0	-81.1762
0.146679	1	0	0	5	0	-81.1242
0.147741	1	0	0	2	0	-81.4474
0.147929	1	0	0	6	0	-80.8887
0.148616	1	0	0	1	0	-81.3827
0.148929	1	0	0	4	0	-81.3384
0.149304	1	0	0	7	0	-80.9761
0.150491	1	0	0	8	0	-80.9118
0.151554	1	0	0	3	0	-81.1762
0.151679	1	0	0	5	0	-81.1242
0.152741	1	0	0	2	0	-81.4474
0.152929	1	0	0	6	0	-80.8887
0.153616	1	0	0	1	0	-81.3827
0.153929	1	0	0	4	0	-81.3384
0.154304	1	0	0	7	0	-80.9761
0.155491	1	0	0	8	0	-80.9118
0.156554	1	0	0	3	0	-81.1762
0.156679	1	0	0	5	0	-81.1242
0.157741	1	0	0	2	0	-81.4474
0.157929	1	0	0	6	0	-80.8887
0.158616	1	0	0	1	0	-81.3827
0.158929	1	0	0	4	0	-81.3384
0.159304	1	0	0	7	0	-80.9761
0.160491	1	0	0	8	0	-80.9118
0.161554	1	0	0	3	0	-81.1762
0.161679	1	0	0	5	0	-81.1242
0.162741	1	0	0	2	0	-81.4474
0.162929	1	0	0	6	0	-80.8887
0.163616	1	0	0	1	0	-81.3827
0.163929	1	0	0	4	0	-81.3384
0.164304	1	0	0	7	0	-80.9761
0.165491	1	0	0	8	0	-80.9118
0.166554	1	0	0	3	0	-81.1762
0.166679	1	0	0	5	0	-81.1242
0.167741	1	0	0	2	0	-81.4474
0.167929	1	0	0	6	0	-80.8887
0.168616	1	0	0	1	0	-81.3827
0.168929	1	0	0	4	0	-81.3384
0.169304	1	0	0	7	0	-80.9761
0.170491	1	0	0	8	0	-80.9118
0.171554	1	0	0	3	0	-81.1762
0.171679	1	0	0	5	0	-81.1242
0.172496	1	0	0	5	0	-81.1242
0.172558	1	0	0	5	0	-81.1242
0.172621	1	0	0	5	0	-81.1242
0.172683	1	0	0	5	0	-81.1242
0.172741	1	0	0	2	0	-81.4474
0.172929	1	0	0	6	0	-80.8887
0.173616	1	0	0	1	0	-81.3827
0.173929	1	0	0	4	0	-81.3384
0.174304	1	0	0	7	0	-80.9761
0.175491	1	0	0	8	0	-80.9118
0.176554	1	0	0	3	0	-81.1762
0.176679	1	0	0	5	0	-81.1242
0.177741	1	0	0	2	0	-81.4474
0.177929	1	0	0	6	0	-80.8887
0.178616	1	0	0	1	0	-81.3827
0.178929	1	0	0	4	0	-81.3384
0.179304	1	0	0	7	0	-80.9761
0.180491	1	0	0	8	0	-80.9118
0.181554	1	0	0	3	0	-81.1762
0.181679	1	0	0	5	0	-81.1242
0.182741	1	0	0	2	0	-81.4474
0.182929	1	0	0	6	0	-80.8887
0.183616	1	0	0	1	0	-81.3827
0.183929	1	0	0	4	0	-81.3384
0.184304	1	0	0	7	0	-80.9761
0.185491	1	0	0	8	0	-80.9118
0.186554	1	0	0	3	0	-81.1762
0.186679	1	0	0	5	0	-81.1242
0.187741	1	0	0	2	0	-81.4474
0.187929	1	0	0	6	0	-80.8887
0.188616	1	0	0	1	0	-81.3827
0.188929	1	0	0	4	0	-81.3384
0.189304	1	0	0	7	0	-80.9761
0.190491	1	0	0	8	0	-80.9118
0.191554	1	0	0	3	0	-81.1762
0.191679	1	0	0	5	0	-81.1242
0.192741	1	0	0	2	0	-81.4474
0.192929	1	0	0	6	0	-80.8887
0.193616	1	0	0	1	0	-81.3827
0.193929	1	0	0	4	0	-81.3384
0.194304	1	0	0	7	0	-80.9761
0.195491	1	0	0	8	0	-80.9118
0.196554	1	0	0	3	0	-81.1762
0.196679	1	0	0	5	0	-81.1242
0.197741	1	0	0	2	0	-81.4474
0.197929	1	0	0	6	0	-80.8887
0.198616	1	0	0	1	0	-81.3827
0.198929	1	0	0	4	0	-81.3384
0.199304	1	0	0	7	0	-80.9761
0.200491	1	0	0	8	0	-80.9118
0.201554	1	0	0	3	0	-81.1762
0.201679	1	0	0	5	0	-81.1242
0.202741	1	0	0	2	0	-81.4474
0.202929	1	0	0	6	0	-80.8887
0.203616	1	0	0	1	0	-81.3827
0.203929	1	0	0	4	0	-81.3384
0.204304	1	0	0	7	0	-80.9761
0.205491	1	0	0	8	0	-80.9118
0.206554	1	0	0	3	0	-81.1762
0.206679	1	0	0	5	0	-81.1242
0.207741	1	0	0	2	0	-81.4474
0.207929	1	0	0	6	0	-80.8887
0.208616	1	0	0	1	0	-81.3827
0.208929	1	0	0	4	0	-81.3384
0.209304	1	0	0	7	0	-80.9761
0.210491	1	0	0	8	0	-80.9118
0.211554	1	0	0	3	0	-81.1762
0.211679	1	0	0	5	0	-81.1242
0.212741	1	0	0	2	0	-81.4474
0.212929	1	0	0	6	0	-80.8887
0.213616	1	0	0	1	0	-81.3827
0.213929	1	0	0	4	0	-81.3384
0.214304	1	0	0	7	0	-80.9761
0.215491	1	0	0	8	0	-80.9118
0.216554	1	0	0	3	0	-81.1762
0.216679	1	0	0	5	0	-81.1242
0.217741	1	0	0	2	0	-81.4474
0.217929	1	0	0	6	0	-80.8887
0.218616	1	0	0	1	0	-81.3827
0.218929	1	0	0	4	0	-81.3384
0.219304	1	0	0	7	0	-80.9761
0.220491	1	0	0	8	0	-80.9118
0.221554	1	0	0	3	0	-81.1762
0.221679	1	0	0	5	0	-81.1242
0.222741	1	0	0	2	0	-81.4474
0.222929	1	0	0	6	0	-80.8887
0.223616	1	0	0	1	0	-81.3827
0.223929	1	0	0	4	0	-81.3384
0.224304	1	0	0	7	0	-80.9761
0.225491	1	0	0	8	0	-80.9118
0.225871	1	0	0	7	0	-80.9761
0.225933	1	0	0	7	0	-80.9761
0.226554	1	0	0	3	0	-81.1762
0.226679	1	0	0	5	0	-81.1242
0.227741	1	0	0	2	0	-81.4474
0.227929	1	0	0	6	0	-80.8887
0.228616	1	0	0	1	0	-81.3827
0.228929	1	0	0	4	0	-81.3384
0.229304	1	0	0	7	0	-80.9761
0.229371	1	0	0	7	0	-80.9761
0.229433	1	0	0	7	0	-80.9761
0.230491	1	0	0	8	0	-80.9118
0.231554	1	0	0	3	0	-81.1762
0.231679	1	0	0	5	0	-81.1242
0.232741	1	0	0	2	0	-81.4474
0.232929	1	0	0	6	0	-80.8887
0.233616	1	0	0	1	0	-81.3827
0.233929	1	0	0	4	0	-81.3384
0.234304	1	0	0	7	0	-80.9761
0.235491	1	0	0	8	0	-80.9118
0.236554	1	0	0	3	0	-81.1762
0.236679	1	0	0	5	0	-81.1242
0.237741	1	0	0	2	0	-81.4474
0.237929	1	0	0	6	0	-80.8887
0.238616	1	0	0	1	0	-81.3827
0.238929	1	0	0	4	0	-81.3384
0.239304	1	0	0	7	0	-80.9761
0.239371	1	0	0	7	0	-80.9761
0.239433	1	0	0	7	0	-80.9761
0.240491	1	0	0	8	0	-80.9118
0.241554	1	0	0	3	0	-81.1762
0.241679	1	0	0	5	0	-81.1242
0.242741	1	0	0	2	0	-81.4474
0.242929	1	0	0	6	0	-80.8887
0.243371	1	0	0	7	0	-80.9761
0.243433	1	0	0	7	0	-80.9761
0.243616	1	0	0	1	0	-81.3827
0.243929	1	0	0	4	0	-81.3384
0.244304	1	0	0	7	0	-80.9761
0.245491	1	0	0	8	0	-80.9118
0.246554	1	0	0	3	0	-81.1762
0.246679	1	0	0	5	0	-81.1242
0.247121	1	0	0	7	0	-80.9761
0.247183	1	0	0	7	0	-80.9761
0.247741	1	0	0	2	0	-81.4474
0.247929	1	0	0	6	0	-80.8887
0.248616	1	0	0	1	0	-81.3827
0.248929	1	0	0	4	0	-81.3384
0.249304	1	0	0	7	0	-80.9761
0.249808	1	0	0	7	0	-80.9761
0.249871	1	0	0	7	0	-80.9761
0.250491	1	0	0	8	0	-80.9118
0.251554	1	0	0	3	0	-81.1762
0.251679	1	0	0	5	0	-81.1242
0.252741	1	0	0	2	0	-81.4474
0.252929	1	0	0	6	0	-80.8887
0.253616	1	0	0	1	0	-81.3827
0.253929	1	0	0	4	0	-81.3384
0.254304	1	0	0	7	0	-80.9761
0.255491	1	0	0	8	0	-80.9118
0.255808	1	0	0	7	0	-80.9761
0.255871	1	0	0	7	0	-80.9761
0.256554	1	0	0	3	0	-81.1762
0.256679	1	0	0	5	0	-81.1242
0.257741	1	0	0	2	0	-81.4474
0.257929	1	0	0	6	0	-80.8887
0.258616	1	0	0	1	0	-81.3827
0.258929	1	0	0	4	0	-81.3384
0.259304	1	0	0	7	0	-80.9761
0.260491	1	0	0	8	0	-80.9118
0.261554	1	0	0	3	0	-81.1762
0.261679	1	0	0	5	0	-81.1242
0.262741	1	0	0	2	0	-81.4474
0.262929	1	0	0	6	0	-80.8887
0.263616	1	0	0	1	0	-81.3827
0.263929	1	0	0	4	0	-81.3384
0.264304	1	0	0	7	0	-80.9761
0.265491	1	0	0	8	0	-80.9118
0.266554	1	0	0	3	0	-81.1762
0.266679	1	0	0	5	0	-81.1242
0.266683	1	0	0	7	0	-80.9761
0.266746	1	0	0	7	0	-80.9761
0.267741	1	0	0	2	0	-81.4474
0.267929	1	0	0	6	0	-80.8887
0.268616	1	0	0	1	0	-81.3827
0.268929	1	0	0	4	0	-81.3384
0.269304	1	0	0	7	0	-80.9761
0.269996	1	0	0	7	0	-80.9761
0.270058	1	0	0	7	0	-80.9761
0.270491	1	0	0	8	0	-80.9118
0.271554	1	0	0	3	0	-81.1762
0.271679	1	0	0	5	0	-81.1242
0.272741	1	0	0	2	0	-81.4474
0.272929	1	0	0	6	0	-80.8887
0.273371	1	0	0	7	0	-80.9761
0.273433	1	0	0	7	0	-80.9761
0.273616	1	0	0	1	0	-81.3827
0.273929	1	0	0	4	0	-81.3384
0.274304	1	0	0	7	0	-80.9761
0.275491	1	0	0	8	0	-80.9118
0.276554	1	0	0	3	0	-81.1762
0.276679	1	0	0	5	0	-81.1242
0.276808	1	0	0	7	0	-80.9761
0.276871	1	0	0	7	0	-80.9761
0.277741	1	0	0	2	0	-81.4474
0.277929	1	0	0	6	0	-80.8887
0.278616	1	0	0	1	0	-81.3827
0.278929	1	0	0	4	0	-81.3384
0.279304	1	0	0	7	0	-80.9761
0.280246	1	0	0	7	0	-80.9761
0.280308	1	0	0	7	0	-80.9761
0.280491	1	0	0	8	0	-80.9118
0.281554	1	0	0	3	0	-81.1762
0.281679	1	0	0	5	0	-81.1242
0.282741	1	0	0	2	0	-81.4474
0.282929	1	0	0	6	0	-80.8887
0.283616	1	0	0	1	0	-81.3827
0.283929	1	0	0	4	0	-81.3384
0.284304	1	0	0	7	0	-80.9761
0.285491	1	0	0	8	0	-80.9118
0.285871	1	0	0	7	0	-80.9761
0.285933	1	0	0	7	0	-80.9761
0.286554	1	0	0	3	0	-81.1762
0.286679	1	0	0	5	0	-81.1242
0.287741	1	0	0	2	0	-81.4474
0.287929	1	0	0	6	0	-80.8887
0.288616	1	0	0	1	0	-81.3827
0.288871	1	0	0	7	0	-80.9761
0.288929	1	0	0	4	0	-81.3384
0.288933	1	0	0	7	0	-80.9761
0.289304	1	0	0	7	0	-80.9761
0.290491	1	0	0	8	0	-80.9118
0.291554	1	0	0	3	0	-81.1762
0.291679	1	0	0	5	0	-81.1242
0.291808	1	0	0	7	0	-80.9761
0.291871	1	0	0	7	0	-80.9761
0.292741	1	0	0	2	0	-81.4474
0.292929	1	0	0	6	0	-80.8887
0.293616	1	0	0	1	0	-81.3827
0.293929	1	0	0	4	0	-81.3384
0.294304	1	0	0	7	0	-80.9761
0.295058	1	0	0	7	0	-80.9761
0.295121	1	0	0	7	0	-80.9761
0.295491	1	0	0	8	0	-80.9118
0.296554	1	0	0	3	0	-81.1762
0.296679	1	0	0	5	0	-81.1242
0.297741	1	0	0	2	0	-81.4474
0.297929	1	0	0	6	0	-80.8887
0.298616	1	0	0	1	0	-81.3827
0.298929	1	0	0	4	0	-81.3384
0.299304	1	0	0	7	0	-80.9761
0.300491	1	0	0	8	0	-80.9118
0.301554	1	0	0	3	0	-81.1762
0.301679	1	0	0	5	0	-81.1242
0.302741	1	0	0	2	0	-81.4474
0.302929	1	0	0	6	0	-80.8887
0.303558	1	0	0	7	0	-80.9761
0.303616	1	0	0	1	0	-81.3827
0.303621	1	0	0	7	0	-80.9761
0.303929	1	0	0	4	0	-81.3384
0.304304	1	0	0	7	0	-80.9761
0.305491	1	0	0	8	0	-80.9118
0.306554	1	0	0	3	0	-81.1762
0.306679	1	0	0	5	0	-81.1242
0.307741	1	0	0	2	0	-81.4474
0.307929	1	0	0	6	0	-80.8887
0.308616	1	0	0	1	0	-81.3827
0.308621	1	0	0	7	0	-80.9761
0.308683	1	0	0	7	0	-80.9761
0.308929	1	0	0	4	0	-81.3384
0.309304	1	0	0	7	0	-80.9761
0.310491	1	0	0	8	0	-80.9118
0.311554	1	0	0	3	0	-81.1762
0.311679	1	0	0	5	0	-81.1242
0.312741	1	0	0	2	0	-81.4474
0.312929	1	0	0	6	0	-80.8887
0.313616	1	0	0	1	0	-81.3827
0.313929	1	0	0	4	0	-81.3384
0.314304	1	0	0	7	0	-80.9761
0.315491	1	0	0	8	0	-80.9118
0.316554	1	0	0	3	0	-81.1762
0.316679	1	0	0	5	0	-81.1242
0.317741	1	0	0	2	0	-81.4474
0.317929	1	0	0	6	0	-80.8887
0.318616	1	0	0	1	0	-81.3827
0.318929	1	0	0	4	0	-81.3384
0.319304	1	0	0	7	0	-80.9761
0.320491	1	0	0	8	0	-80.9118
0.321058	1	0	0	7	0	-80.9761
0.321121	1	0	0	7	0	-80.9761
0.321554	1	0	0	3	0	-81.1762
0.321679	1	0	0	5	0	-81.1242
0.322741	1	0	0	2	0	-81.4474
0.322929	1	0	0	6	0	-80.8887
0.323616	1	0	0	1	0	-81.3827
0.323929	1	0	0	4	0	-81.3384
0.324304	1	0	0	7	0	-80.9761
0.324746	1	0	0	7	0	-80.9761
0.324808	1	0	0	7	0	-80.9761
0.325491	1	0	0	8	0	-80.9118
0.326554	1	0	0	3	0	-81.1762
0.326679	1	0	0	5	0	-81.1242
0.327741	1	0	0	2	0	-81.4474
0.327929	1	0	0	6	0	-80.8887
0.328616	1	0	0	1	0	-81.3827
0.328929	1	0	0	4	0	-81.3384
0.329304	1	0	0	7	0	-80.9761
0.330491	1	0	0	8	0	-80.9118
0.331554	1	0	0	3	0	-81.1762
0.331679	1	0	0	5	0	-81.1242
0.332496	1	0	0	5	0	-81.1242
0.332558	1	0	0	5	0	-81.1242
0.332741	1	0	0	2	0	-81.4474
0.332929	1	0	0	6	0	-80.8887
0.333616	1	0	0	1	0	-81.3827
0.333929	1	0	0	4	0	-81.3384
0.334304	1	0	0	7	0	-80.9761
0.335491	1	0	0	8	0	-80.9118
0.336554	1	0	0	3	0	-81.1762
0.336679	1	0	0	5	0	-81.1242
0.337741	1	0	0	2	0	-81.4474
0.337929	1	0	0	6	0	-80.8887
0.338616	1	0	0	1	0	-81.3827
0.338929	1	0	0	4	0	-81.3384
0.339304	1	0	0	7	0	-80.9761
0.340491	1	0	0	8	0	-80.9118
0.341554	1	0	0	3	0	-81.1762
0.341679	1	0	0	5	0	-81.1242
0.342741	1	0	0	2	0	-81.4474
0.342929	1	0	0	6	0	-80.8887
0.343616	1	0	0	1	0	-81.3827
0.343929	1	0	0	4	0	-81.3384
0.344304	1	0	0	7	0	-80.9761
0.345491	1	0	0	8	0	-80.9118
0.346554	1	0	0	3	0	-81.1762
0.346679	1	0	0	5	0	-81.1242
0.347741	1	0	0	2	0	-81.4474
0.347929	1	0	0	6	0	-80.8887
0.348616	1	0	0	1	0	-81.3827
0.348929	1	0	0	4	0	-81.3384
0.349304	1	0	0	7	0	-80.9761
0.350491	1	0	0	8	0	-80.9118
0.351554	1	0	0	3	0	-81.1762
0.351679	1	0	0	5	0	-81.1242
0.352741	1	0	0	2	0	-81.4474
0.352929	1	0	0	6	0	-80.8887
0.353616	1	0	0	1	0	-81.3827
0.353929	1	0	0	4	0	-81.3384
0.354304	1	0	0	7	0	-80.9761
0.355491	1	0	0	8	0	-80.9118
0.356554	1	0	0	3	0	-81.1762
0.356679	1	0	0	5	0	-81.1242
0.357741	1	0	0	2	0	-81.4474
0.357929	1	0	0	6	0	-80.8887
0.358616	1	0	0	1	0	-81.3827
0.358746	1	0	0	5	0	-81.1242
0.358808	1	0	0	5	0	-81.1242
0.358929	1	0	0	4	0	-81.3384
0.359304	1	0	0	7	0	-80.9761
0.360491	1	0	0	8	0	-80.9118
0.361554	1	0	0	3	0	-81.1762
0.361679	1	0	0	5	0	-81.1242
0.362741	1	0	0	2	0	-81.4474
0.362929	1	0	0	6	0	-80.8887
0.363616	1	0	0	1	0	-81.3827
0.363929	1	0	0	4	0	-81.3384
0.364304	1	0	0	7	0	-80.9761
0.365491	1	0	0	8	0	-80.9118
0.366554	1	0	0	3	0	-81.1762
0.366679	1	0	0	5	0	-81.1242
0.367741	1	0	0	2	0	-81.4474
0.367929	1	0	0	6	0	-80.8887
0.368616	1	0	0	1	0	-81.3827
0.368929	1	0	0	4	0	-81.3384
0.369304	1	0	0	7	0	-80.9761
0.370491	1	0	0	8	0	-80.9118
0.371554	1	0	0	3	0	-81.1762
