	1.000908000
	1.000970000
	1.016012000
0.001208000	1.017220000
	1.018010000
	1.020015000
	1.022012000
0.001208000	1.023220000
0.030025000	1.030933000
0.030025000	1.030995000
	1.031231000
0.001037000	1.031970000
0.001163000	1.032158000
	1.032408000
	1.032595000
	1.035139000
	1.037806000
	1.041103000
	1.044236000
0.030025000	1.047245000
	1.047335000
	1.047385000
	1.047436000
	1.047486000
	1.047537000
	1.047587000
	1.047637000
	1.047688000
	1.047738000
	1.047789000
0.000948000	1.048283000
	1.048546000
0.001280000	1.048716000
0.001186000	1.048723000
0.001094000	1.048731000
0.001000000	1.048738000
	1.051912000
	1.052012000
0.030025000	1.053245000
0.001271000	1.053283000
	1.053335000
	1.053385000
	1.053436000
	1.053486000
	1.053537000
	1.053587000
	1.053637000
	1.053688000
	1.053738000
	1.053789000
0.000948000	1.054283000
0.001284000	1.054720000
0.001191000	1.054728000
0.001098000	1.054735000
0.001005000	1.054743000
0.030080000	1.062488000
	1.062727000
0.030139000	1.062734000
	1.062785000
	1.062835000
	1.062959000
	1.063010000
	1.063060000
	1.063184000
	1.063235000
	1.063285000
	1.063336000
	1.063460000
	1.063510000
	1.063561000
	1.063685000
	1.063736000
0.000948000	1.063783000
	1.063860000
0.000949000	1.063908000
	1.063984000
	1.064108000
0.001160000	1.064220000
0.000943000	1.064228000
	1.064233000
	1.064357000
0.000943000	1.064403000
	1.064437000
0.001148000	1.064658000
0.000929000	1.064665000
0.000923000	1.064783000
0.001112000	1.065220000
0.000871000	1.065228000
	1.073086000
	1.078393000
	1.078443000
	1.078826000
	1.078876000
	1.078926000
	1.078977000
	1.079027000
	1.079078000
	1.079128000
	1.079178000
	1.079229000
	1.079279000
	1.079330000
0.000952000	1.079345000
	1.079380000
	1.079430000
	1.079481000
	1.079531000
	1.079582000
0.000957000	1.079783000
0.001294000	1.080220000
0.001201000	1.080228000
0.001107000	1.080235000
0.001014000	1.080243000
0.000920000	1.080250000
0.001228000	1.080658000
0.001134000	1.080665000
0.030024000	1.083307000
	1.083497000
	1.084393000
	1.084443000
	1.084830000
	1.084880000
	1.084931000
	1.084981000
	1.085032000
	1.085082000
	1.085132000
	1.085183000
	1.085233000
	1.085284000
	1.085334000
0.000952000	1.085345000
	1.085384000
	1.085435000
	1.085485000
	1.085536000
	1.085586000
0.000953000	1.085783000
0.001289000	1.086220000
0.001196000	1.086228000
0.001103000	1.086235000
0.001010000	1.086243000
0.000916000	1.086250000
0.001285000	1.086720000
0.001192000	1.086728000
	1.088108000
	1.093893000
	1.093943000
	1.093993000
	1.094044000
	1.094168000
	1.094292000
	1.094343000
	1.094467000
	1.094518000
	1.094568000
	1.094692000
	1.094743000
	1.094793000
	1.094843000
0.000965000	1.094908000
	1.094968000
	1.095018000
	1.095069000
	1.095193000
0.000928000	1.095220000
	1.095243000
	1.095294000
0.001301000	1.095345000
0.000835000	1.095353000
	1.095418000
	1.095468000
	1.095503000
	1.095627000
0.001028000	1.095720000
	1.095751000
0.001040000	1.095783000
0.000947000	1.095790000
	1.095876000
	1.096000000
	1.096018000
	1.096143000
0.001147000	1.096216000
0.000929000	1.096223000
0.001038000	1.096231000
	1.096267000
	1.096391000
	1.096516000
0.000968000	1.096595000
	1.096640000
0.001150000	1.096653000
	1.096661000
	1.096764000
	1.096888000
0.000952000	1.096970000
	1.097013000
0.001157000	1.097033000
0.000897000	1.097040000
	1.097137000
0.001079000	1.097470000
0.000838000	1.097478000
0.000953000	1.097841000
0.001146000	1.098283000
	1.100611000
	1.103228000
	1.106328000
	1.109455000
	1.109505000
	1.109556000
	1.109606000
	1.109893000
	1.109943000
	1.109993000
	1.110044000
	1.110330000
	1.110380000
0.000953000	1.110408000
	1.110431000
	1.110481000
	1.110532000
	1.110582000
	1.110632000
	1.110683000
	1.110733000
	1.110784000
	1.110834000
0.001289000	1.110845000
0.000960000	1.110853000
	1.110884000
	1.110935000
	1.110985000
	1.111036000
	1.111086000
	1.111136000
	1.111187000
	1.111237000
0.001290000	1.111283000
	1.111288000
0.000960000	1.111290000
	1.111338000
	1.111388000
	1.111439000
	1.111489000
	1.111540000
	1.111590000
	1.111640000
	1.111691000
0.001289000	1.111720000
0.001196000	1.111728000
0.001103000	1.111735000
0.001010000	1.111743000
0.001324000	1.112158000
0.001230000	1.112165000
0.001137000	1.112173000
0.001044000	1.112180000
0.000951000	1.112188000
0.001257000	1.112595000
0.001164000	1.112603000
0.001070000	1.112610000
0.000978000	1.112618000
	1.115320000
	1.115455000
	1.115505000
	1.115556000
	1.115606000
	1.115739000
	1.115893000
	1.115943000
	1.115993000
	1.116044000
0.000900000	1.116220000
	1.116330000
	1.116380000
0.000953000	1.116408000
	1.116431000
	1.116481000
	1.116532000
	1.116582000
	1.116632000
	1.116683000
	1.116733000
	1.116784000
	1.116834000
0.001289000	1.116845000
0.000960000	1.116853000
	1.116884000
	1.116935000
	1.116985000
	1.117036000
	1.117086000
	1.117136000
	1.117187000
	1.117237000
0.001290000	1.117283000
	1.117288000
0.000960000	1.117290000
	1.117338000
	1.117388000
	1.117439000
	1.117489000
	1.117540000
	1.117590000
	1.117640000
	1.117691000
0.001289000	1.117720000
0.001196000	1.117728000
0.001103000	1.117735000
0.001010000	1.117743000
0.001324000	1.118158000
0.001230000	1.118165000
0.001137000	1.118173000
0.001044000	1.118180000
0.000951000	1.118188000
0.001257000	1.118595000
0.001164000	1.118603000
0.001070000	1.118610000
0.000978000	1.118618000
	1.119225000
	1.121929000
	1.125479000
	1.125603000
	1.125727000
	1.125852000
	1.125979000
	1.126103000
	1.126227000
	1.126352000
	1.126489000
0.000930000	1.126533000
	1.126614000
	1.126738000
0.030127000	1.126788000
	1.126913000
	1.126963000
0.001118000	1.126970000
0.000875000	1.126978000
	1.127013000
	1.127138000
	1.127188000
	1.127238000
	1.127289000
0.001056000	1.127408000
	1.127413000
0.000801000	1.127415000
	1.127464000
	1.127514000
	1.127638000
	1.127689000
	1.127739000
	1.127790000
0.000928000	1.127841000
0.000945000	1.127908000
	1.127914000
	1.127964000
	1.128015000
	1.128139000
	1.128189000
	1.128240000
	1.128290000
0.001153000	1.128341000
0.001059000	1.128348000
0.000943000	1.128356000
	1.128414000
	1.128465000
	1.128515000
	1.128566000
	1.128690000
	1.128740000
0.001269000	1.128783000
0.001051000	1.128790000
	1.128791000
0.000931000	1.128845000
	1.128915000
	1.128966000
	1.129016000
	1.129066000
	1.129191000
0.001256000	1.129220000
0.001039000	1.129228000
	1.129241000
	1.129291000
0.000989000	1.129403000
	1.129416000
	1.129466000
	1.129517000
	1.129567000
0.001368000	1.129658000
0.001150000	1.129665000
	1.129691000
	1.129742000
	1.129792000
0.000930000	1.129845000
	1.129916000
	1.129967000
	1.130017000
	1.130068000
0.001355000	1.130095000
0.001137000	1.130103000
0.001044000	1.130110000
0.000827000	1.130118000
	1.130192000
	1.130211000
	1.130261000
0.000929000	1.130345000
	1.130386000
	1.130510000
0.001016000	1.130533000
0.000798000	1.130540000
	1.130634000
	1.130759000
0.000929000	1.130845000
	1.130883000
0.001003000	1.130970000
	1.131007000
	1.131132000
	1.131256000
0.000959000	1.131345000
	1.131380000
0.001340000	1.131408000
	1.131504000
	1.131629000
	1.131753000
0.001144000	1.131778000
0.000903000	1.131786000
	1.131877000
	1.132002000
	1.132126000
0.001088000	1.132220000
0.000848000	1.132228000
0.000966000	1.132595000
0.001151000	1.133028000
0.000910000	1.133036000
	1.134437000
	1.137252000
	1.139804000
	1.140518000
	1.140568000
	1.140618000
	1.140669000
	1.140955000
	1.141005000
	1.141056000
	1.141106000
	1.141157000
	1.141207000
	1.141257000
	1.141308000
	1.141393000
	1.141443000
0.000952000	1.141470000
	1.141493000
	1.141544000
	1.141594000
	1.141645000
	1.141695000
	1.141745000
	1.141830000
	1.141880000
0.001290000	1.141908000
0.000960000	1.141915000
	1.141931000
	1.141981000
	1.142032000
	1.142082000
	1.142132000
	1.142183000
	1.142233000
	1.142284000
	1.142334000
0.001289000	1.142345000
0.001196000	1.142353000
0.001103000	1.142360000
0.000975000	1.142368000
0.000882000	1.142375000
	1.142384000
	1.142435000
	1.142485000
	1.142536000
	1.142586000
	1.142636000
	1.142687000
	1.142737000
0.001189000	1.142783000
	1.142788000
0.001095000	1.142790000
0.000968000	1.142798000
0.000874000	1.142805000
	1.142838000
	1.142888000
	1.142939000
	1.142989000
	1.143040000
	1.143090000
	1.143140000
	1.143191000
0.001188000	1.143220000
0.001096000	1.143228000
0.001002000	1.143235000
	1.143241000
0.000909000	1.143243000
	1.143292000
	1.143342000
	1.143392000
	1.143443000
	1.143493000
	1.143544000
	1.143594000
	1.143644000
0.001223000	1.143658000
0.001129000	1.143665000
0.001037000	1.143673000
0.000943000	1.143680000
	1.143695000
	1.143745000
	1.143796000
	1.143846000
	1.143896000
	1.143947000
	1.143997000
	1.144048000
0.001257000	1.144095000
	1.144098000
0.001164000	1.144103000
0.001070000	1.144110000
0.000978000	1.144118000
	1.144148000
	1.144199000
	1.144249000
	1.144300000
	1.144350000
	1.144400000
0.001292000	1.144533000
0.001198000	1.144540000
0.001105000	1.144548000
0.001011000	1.144555000
0.000919000	1.144563000
0.000825000	1.144570000
0.001124000	1.144970000
0.001031000	1.144978000
	1.145338000
0.001360000	1.145408000
0.001267000	1.145415000
0.001174000	1.145423000
0.001080000	1.145430000
0.000882000	1.146220000
	1.146518000
	1.146568000
	1.146618000
	1.146669000
	1.146955000
	1.147005000
	1.147056000
	1.147106000
	1.147157000
	1.147207000
	1.147257000
	1.147308000
	1.147393000
	1.147443000
0.000952000	1.147470000
	1.147493000
	1.147544000
	1.147594000
	1.147645000
	1.147695000
	1.147745000
	1.147830000
	1.147880000
0.001290000	1.147908000
0.000960000	1.147915000
	1.147931000
	1.147981000
	1.148032000
	1.148082000
	1.148132000
	1.148183000
	1.148233000
	1.148284000
	1.148334000
0.001289000	1.148345000
0.001196000	1.148353000
0.001103000	1.148360000
0.000975000	1.148368000
0.000882000	1.148375000
	1.148384000
	1.148435000
	1.148485000
	1.148536000
	1.148586000
	1.148636000
	1.148687000
	1.148737000
0.001189000	1.148783000
	1.148788000
0.001095000	1.148790000
0.000968000	1.148798000
0.000874000	1.148805000
	1.148838000
	1.148888000
	1.148939000
	1.148989000
	1.149040000
	1.149090000
	1.149140000
	1.149191000
0.001188000	1.149220000
0.001096000	1.149228000
0.001002000	1.149235000
	1.149241000
0.000909000	1.149243000
	1.149292000
	1.149342000
	1.149392000
	1.149443000
	1.149493000
	1.149544000
	1.149594000
	1.149644000
0.001223000	1.149658000
0.001129000	1.149665000
0.001037000	1.149673000
0.000943000	1.149680000
	1.149695000
	1.149745000
	1.149796000
	1.149846000
	1.149896000
	1.149947000
	1.149997000
	1.150048000
0.001257000	1.150095000
	1.150098000
0.001164000	1.150103000
0.001070000	1.150110000
0.000978000	1.150118000
	1.150148000
	1.150199000
	1.150249000
	1.150300000
	1.150350000
	1.150400000
0.001292000	1.150533000
0.001198000	1.150540000
0.001105000	1.150548000
