time(s)	cellId	rnti	lcid	packetSize
3.49063	2	7	3	54
3.49075	2	7	3	54
3.49081	2	6	3	54
3.49094	2	7	3	54
3.491	2	6	3	54
3.49113	2	7	3	54
3.49119	2	6	3	54
3.4914	2	6	3	54
3.49144	2	6	3	54
3.49156	2	6	3	54
3.49662	2	3	3	54
3.50067	2	5	3	54
3.50092	2	5	3	54
3.50117	2	5	3	54
3.50142	2	5	3	54
3.50168	2	5	3	54
3.50192	2	5	3	54
3.50218	2	5	3	54
3.50242	2	5	3	54
3.50267	2	5	3	54
3.50292	2	5	3	54
3.50318	2	5	3	54
3.50343	2	5	3	54
3.50367	2	5	3	54
3.50392	2	5	3	54
3.50417	2	5	3	54
3.50443	2	5	3	54
3.50468	2	5	3	54
3.50492	2	5	3	54
3.50517	2	5	3	54
3.50542	2	5	3	54
3.50567	2	5	3	54
3.50593	2	5	3	54
3.50617	2	5	3	54
3.50642	2	5	3	54
3.50668	2	5	3	54
3.50692	2	5	3	54
3.50718	2	5	3	54
3.50742	2	5	3	54
3.50767	2	5	3	54
3.50792	2	5	3	54
3.50823	2	5	3	54
3.50848	2	5	3	54
3.50874	2	5	3	54
3.50898	2	5	3	54
3.50923	2	5	3	54
3.50948	2	5	3	54
3.50974	2	5	3	54
3.50998	2	5	3	54
3.51023	2	5	3	54
3.51048	2	5	3	54
3.51073	2	5	3	54
3.51099	2	5	3	54
3.51123	2	5	3	54
3.51148	2	5	3	54
3.51173	2	5	3	54
3.51198	2	5	3	54
3.51224	2	5	3	54
3.51248	2	5	3	54
3.51273	2	5	3	54
3.51298	2	5	3	54
3.51323	2	5	3	54
3.51349	2	5	3	54
3.51374	2	5	3	54
3.51398	2	5	3	54
3.51423	2	5	3	54
3.51453	2	5	3	54
3.51467	2	5	3	54
3.51492	2	5	3	54
3.51518	2	5	3	54
3.51542	2	5	3	54
3.51567	2	5	3	54
3.51592	2	5	3	54
3.51617	2	5	3	54
3.51642	2	5	3	54
3.51668	2	5	3	54
3.51693	2	5	3	54
3.51717	2	5	3	54
3.51742	2	5	3	54
3.51767	2	5	3	54
3.51792	2	5	3	54
3.51818	2	5	3	54
3.51828	2	3	3	54
3.51842	2	5	3	54
3.51867	2	5	3	54
3.51893	2	5	3	54
3.51917	2	5	3	54
3.51943	2	5	3	54
3.51967	2	5	3	54
3.51992	2	5	3	54
3.52017	2	5	3	54
3.52042	2	5	3	54
3.52068	2	5	3	54
3.52092	2	5	3	54
3.52117	2	5	3	54
3.52142	2	5	3	54
3.52168	2	5	3	54
3.52193	2	5	3	54
3.52217	2	5	3	54
3.52242	2	5	3	54
3.52267	2	5	3	54
3.52292	2	5	3	54
3.52318	2	5	3	54
3.52342	2	5	3	54
3.52367	2	5	3	54
3.52392	2	5	3	54
3.52417	2	5	3	54
3.52443	2	5	3	54
3.52467	2	5	3	54
3.52492	2	5	3	54
3.52517	2	5	3	54
3.52542	2	5	3	54
3.52568	2	5	3	54
3.52592	2	5	3	54
3.52617	2	5	3	54
3.52642	2	5	3	54
3.52668	2	5	3	54
