time(s)	cellId	rnti	lcid	packetSize	delay(s)
3.14472	2	6	3	54	0.000540176
3.14472	2	6	3	54	0.000406248
3.14472	2	6	3	54	0.000352676
3.1451	2	6	3	54	0.000602676
3.1451	2	6	3	54	0.000531248
3.1451	2	6	3	54	0.000415176
3.1451	2	6	3	54	0.000281248
3.14547	2	6	3	54	0.000602676
3.14547	2	6	3	54	0.000477676
3.14547	2	6	3	54	0.000406248
3.14547	2	6	3	54	0.000290176
3.14597	2	6	3	54	0.000656248
3.14597	2	6	3	54	0.000602676
3.14597	2	6	3	54	0.000477676
3.14597	2	6	3	54	0.000343748
3.14641	2	6	3	54	0.000727676
3.14641	2	6	3	54	0.000602676
3.14641	2	6	3	54	0.000531248
3.14641	2	6	3	54	0.000415176
3.14685	2	6	3	54	0.000718748
3.14685	2	6	3	54	0.000665176
3.14685	2	6	3	54	0.000540176
3.14685	2	6	3	54	0.000468748
3.14728	2	6	3	54	0.000790176
3.14728	2	6	3	54	0.000656248
3.14728	2	6	3	54	0.000602676
3.14728	2	6	3	54	0.000477676
3.14728	2	6	3	54	0.000406248
3.14772	2	6	3	54	0.000727676
3.14772	2	6	3	54	0.000602676
3.14772	2	6	3	54	0.000531248
3.14791	2	7	3	54	0.000602676
3.14791	2	7	3	54	0.000468748
3.14791	2	7	3	54	0.000415176
3.14791	2	7	3	54	0.000290176
3.14835	2	7	3	54	0.000656248
3.14835	2	7	3	54	0.000540176
3.14835	2	7	3	54	0.000406248
3.14835	2	7	3	54	0.000352676
3.14872	2	7	3	54	0.000598212
3.14872	2	7	3	54	0.000526784
3.14872	2	7	3	54	0.000410712
3.14872	2	7	3	54	0.000276784
3.1491	2	7	3	54	0.000602676
3.1491	2	7	3	54	0.000477676
3.1491	2	7	3	54	0.000343748
3.1491	2	7	3	54	0.000290176
3.14953	2	7	3	54	0.000602676
3.14953	2	7	3	54	0.000531248
3.14953	2	7	3	54	0.000415176
3.14953	2	7	3	54	0.000281248
3.14991	2	7	3	54	0.000602676
3.14991	2	7	3	54	0.000477676
3.14991	2	7	3	54	0.000406248
3.14991	2	7	3	54	0.000290176
