13233,2.60197,2.64723,45.259999999999856
13372,2.6282,2.67348,45.27999999999999
13513,2.65443,2.69973,45.30000000000012
13652,2.68066,2.72592,45.259999999999856
13788,2.70689,2.75217,45.27999999999999
13920,2.73311,2.77842,45.31000000000019
14050,2.75934,2.80461,45.269999999999925
14186,2.78557,2.83086,45.29000000000005
14321,2.8118,2.85711,45.31000000000019
14462,2.83803,2.8833,45.270000000000366
14602,2.86426,2.90955,45.29000000000005
14734,2.89049,2.9358,45.31000000000019
14870,2.91672,2.96198,45.259999999999856
15000,2.94295,2.98823,45.27999999999999
15132,2.96918,3.01448,45.29999999999967
15266,2.99541,3.04082,45.409999999999954
15444,3.02164,3.06701,45.36999999999969
15633,3.04787,3.09323,45.36000000000007
15796,3.0741,3.11944,45.33999999999993
15961,3.10033,3.14563,45.30000000000012
18145,3.12656,3.17188,45.31999999999981
18447,3.15279,3.19807,45.27999999999999
18586,3.17902,3.22432,45.30000000000012
18799,3.20525,3.25055,45.30000000000012
18947,3.23148,3.27673,45.250000000000234
19199,3.2577,3.30298,45.27999999999999
19440,3.28393,3.32923,45.30000000000012
19622,3.31016,3.35542,45.259999999999856
20073,3.33639,3.38167,45.27999999999999
20211,3.36262,3.40792,45.29999999999967
20617,3.38885,3.43411,45.259999999999856
20783,3.41508,3.46382,48.74000000000001
21306,3.44131,3.48661,45.30000000000012
21855,3.46754,3.51407,46.52999999999974
22130,3.49377,3.53905,45.27999999999999
22714,3.52,3.5653,45.30000000000012
23217,3.54623,3.59148,45.24999999999979
24147,3.57246,3.63251,60.04999999999994
24346,3.59869,3.64926,50.57000000000001
25685,3.62492,3.67017,45.250000000000234
26889,3.65115,3.69894,47.79
28218,3.67738,3.75101,73.63000000000008
29022,3.70361,3.79336,89.75
30436,3.72984,3.79832,68.4800000000001
32114,3.75607,3.83234,76.27000000000007
33978,3.7823,3.87559,93.28999999999965
35669,3.80852,3.91776,109.23999999999978
37076,3.83475,3.93638,101.63000000000011
38909,3.86098,3.97588,114.9
40413,3.88721,3.98534,98.12999999999982
49273,4.04721,4.09938,52.17000000000027
55324,4.20721,4.26426,57.05000000000027
64674,4.36721,4.41301,45.79999999999984
73302,4.52721,4.57819,50.980000000000025
82175,4.68721,4.76157,74.35999999999953
83543,4.71344,4.76463,51.19000000000007
84888,4.73967,4.79257,52.90000000000017
86409,4.7659,4.81963,53.72999999999983
88235,4.79213,4.84597,53.84000000000011
89874,4.81836,4.86951,51.14999999999981
91234,4.84459,4.88986,45.26999999999948
92941,4.87082,4.91644,45.61999999999955
94362,4.89705,4.94276,45.709999999999695
95894,4.92328,4.96855,45.26999999999948
95894,4.92328,0,0
95894,4.92328,0,0
