4,0,0,0
676,0.16,0.205435,45.435
1498,0.32,0.365296,45.29600000000001
1633,0.34623,0.391506,45.27600000000004
1765,0.372459,0.417734,45.27500000000001
1895,0.398689,0.443984,45.29499999999997
2027,0.424918,0.470171,45.252999999999986
2160,0.451148,0.496421,45.27300000000001
2296,0.477377,0.522671,45.294000000000004
2433,0.503607,0.548859,45.25199999999996
2572,0.529836,0.575109,45.27300000000001
2708,0.556066,0.601359,45.29300000000003
2844,0.582295,0.627609,45.313999999999965
2976,0.608525,0.653796,45.27100000000006
3106,0.634754,0.680046,45.292
3238,0.660984,0.706296,45.31200000000002
3375,0.687213,0.732484,45.27100000000006
3512,0.713443,0.758734,45.29099999999997
3652,0.739672,0.784984,45.31200000000002
3789,0.765902,0.811171,45.269000000000005
3923,0.792131,0.837421,45.28999999999994
4056,0.818361,0.863671,45.30999999999996
4186,0.84459,0.889859,45.269000000000005
4321,0.87082,0.916194,45.37399999999992
4455,0.897049,0.942421,45.37199999999997
4593,0.923279,0.968631,45.35200000000006
4735,0.949508,0.994819,45.31099999999999
4871,0.975738,1.02107,45.33199999999993
5006,1.00197,1.04726,45.29000000000005
5139,1.0282,1.07351,45.30999999999996
5269,1.05443,1.09973,45.30000000000012
5401,1.08066,1.12592,45.260000000000076
5536,1.10689,1.15217,45.27999999999999
5674,1.13311,1.17842,45.30999999999996
5814,1.15934,1.20461,45.269999999999925
5952,1.18557,1.23086,45.29000000000005
6087,1.2118,1.25711,45.30999999999996
6219,1.23803,1.2833,45.270000000000145
6349,1.26426,1.30955,45.29000000000005
6482,1.29049,1.3358,45.31000000000019
6617,1.31672,1.36198,45.260000000000076
6754,1.34295,1.38823,45.27999999999999
6894,1.36918,1.41448,45.2999999999999
7034,1.39541,1.44067,45.259999999999856
7168,1.42164,1.46692,45.27999999999999
7300,1.44787,1.49317,45.30000000000012
7430,1.4741,1.51936,45.260000000000076
7562,1.50033,1.54561,45.27999999999999
7695,1.52656,1.57186,45.30000000000012
7834,1.55279,1.59805,45.260000000000076
7974,1.57902,1.62438,45.35999999999984
8114,1.60525,1.65063,45.379999999999974
8249,1.63148,1.67682,45.33999999999993
8382,1.6577,1.70305,45.35
8512,1.68393,1.72926,45.33000000000009
8646,1.71016,1.75544,45.27999999999999
8780,1.73639,1.78169,45.2999999999999
8919,1.76262,1.80792,45.2999999999999
9058,1.78885,1.83413,45.27999999999999
9193,1.81508,1.86036,45.27999999999999
9329,1.84131,1.88661,45.2999999999999
9463,1.86754,1.9128,45.260000000000076
9593,1.89377,1.93905,45.27999999999999
9724,1.92,1.9653,45.30000000000012
9857,1.94623,1.99148,45.250000000000014
9994,1.97246,2.01773,45.2699999999997
10133,1.99869,2.04398,45.28999999999983
10270,2.02492,2.07017,45.250000000000234
10409,2.05115,2.09642,45.270000000000366
10542,2.07738,2.12267,45.29000000000005
10674,2.10361,2.14886,45.24999999999979
10804,2.12984,2.17511,45.269999999999925
10938,2.15607,2.20136,45.29000000000005
11071,2.1823,2.22761,45.30999999999974
11211,2.20852,2.2538,45.27999999999999
11346,2.23475,2.28005,45.30000000000012
11486,2.26098,2.3063,45.31999999999981
11621,2.28721,2.33261,45.399999999999885
11757,2.31344,2.35882,45.380000000000194
11887,2.33967,2.38501,45.33999999999993
12017,2.3659,2.41126,45.36000000000007
12152,2.39213,2.43744,45.31000000000019
12287,2.41836,2.46369,45.33000000000031
12427,2.44459,2.48988,45.29000000000005
12565,2.47082,2.51611,45.29000000000005
12704,2.49705,2.54236,45.30999999999974
12839,2.52328,2.56855,45.269999999999925
12969,2.54951,2.5948,45.29000000000005
13099,2.57574,2.62105,45.30999999999974
