time(s)	cellId	rnti	lcid	packetSize	delay(s)
3.55947	2	6	3	110	0.000274104
3.55947	2	7	3	110	0.000278568
3.5599	2	6	3	110	0.000274104
3.55991	2	7	3	110	0.000278568
3.56034	2	6	3	110	0.000274104
3.56035	2	7	3	110	0.000278568
3.56078	2	6	3	110	0.000274104
3.56078	2	7	3	110	0.000278568
3.56121	2	6	3	110	0.00026964
3.56122	2	7	3	151	0.000278568
3.56165	2	7	3	110	0.000274104
3.56172	2	6	3	231	0.000278568
3.5621	2	7	3	110	0.000278568
3.56216	2	6	3	110	0.000278568
3.56253	2	7	3	110	0.000278568
3.5626	2	6	3	110	0.000278568
3.56297	2	7	3	110	0.000278568
3.56303	2	6	3	110	0.000274104
3.56341	2	7	3	110	0.000278568
3.56347	2	6	3	110	0.000278568
3.56385	2	7	3	110	0.000278568
3.56391	2	6	3	231	0.000278568
3.56428	2	7	3	110	0.000278568
3.56435	2	6	3	110	0.000278568
3.56472	2	7	3	110	0.000278568
3.56478	2	6	3	110	0.000278568
3.56516	2	7	3	110	0.000278568
3.56522	2	6	3	110	0.000278568
3.56559	2	7	3	110	0.000274104
3.56566	2	6	3	110	0.000278568
3.56603	2	7	3	110	0.000278568
3.5661	2	6	3	110	0.000278568
3.56647	2	7	3	110	0.000278568
3.56653	2	6	3	110	0.000278568
3.56691	2	7	3	110	0.000278568
3.56697	2	6	3	231	0.000278568
3.56735	2	7	3	207	0.000278568
3.56741	2	6	3	110	0.000278568
3.56784	2	6	3	110	0.000274104
3.56797	2	7	3	110	0.000278568
3.56828	2	6	3	110	0.000278568
3.56841	2	7	3	110	0.000278568
3.56872	2	6	3	210	0.000274104
3.56885	2	7	3	110	0.000278568
3.56928	2	6	3	110	0.000274104
3.56928	2	7	3	110	0.000278568
3.56972	2	6	3	110	0.000274104
3.56972	2	7	3	110	0.000278568
3.57015	2	6	3	110	0.00026964
3.57016	2	7	3	231	0.000278568
3.57059	2	6	3	110	0.00026964
3.57059	2	7	3	110	0.000274104
3.57103	2	6	3	110	0.000274104
3.57103	2	7	3	110	0.000278568
3.57147	2	6	3	110	0.000274104
3.57147	2	7	3	110	0.000278568
3.5719	2	6	3	110	0.000274104
3.57191	2	7	3	110	0.000278568
3.57234	2	6	3	110	0.000274104
3.57235	2	7	3	110	0.000278568
3.57277	2	6	3	110	0.00026964
3.57278	2	7	3	231	0.000278568
3.57322	2	6	3	110	0.000274104
3.57322	2	7	3	110	0.000278568
3.57365	2	6	3	110	0.000274104
3.57366	2	7	3	110	0.000278568
3.57409	2	6	3	110	0.000274104
3.5741	2	7	3	110	0.000278568
3.57453	2	6	3	110	0.000274104
