Time	CellId	RNTI	BWPId	StreamId	SINR(dB)
0.023442	2	8	0	0	55.4742
0.023442	2	7	0	0	56.9236
0.023442	2	6	0	0	47.5266
0.023442	2	5	0	0	45.4193
0.023442	2	4	0	0	48.6652
0.023442	2	3	0	0	52.5687
0.023442	2	2	0	0	49.2116
0.023442	2	1	0	0	50.1547
0.0237545	2	8	0	0	55.4742
0.0237545	2	7	0	0	56.9236
0.0237545	2	6	0	0	47.5266
0.0237545	2	5	0	0	45.4193
0.0237545	2	4	0	0	48.6652
0.0237545	2	3	0	0	52.5687
0.0237545	2	2	0	0	49.2116
0.0237545	2	1	0	0	50.1547
0.0241295	2	8	0	0	55.4742
0.0241295	2	7	0	0	56.9236
0.0241295	2	6	0	0	47.5266
0.0241295	2	5	0	0	45.4193
0.0241295	2	4	0	0	48.6652
0.0241295	2	3	0	0	52.5687
0.0241295	2	2	0	0	49.2116
0.0241295	2	1	0	0	50.1547
0.0250045	2	8	0	0	55.4742
0.0250045	2	7	0	0	56.9236
0.0250045	2	6	0	0	47.5266
0.0250045	2	5	0	0	45.4193
0.0250045	2	4	0	0	48.6652
0.0250045	2	3	0	0	52.5687
0.0250045	2	2	0	0	49.2116
0.0250045	2	1	0	0	50.1547
0.025317	2	8	0	0	55.4742
0.025317	2	7	0	0	56.9236
0.025317	2	6	0	0	47.5266
0.025317	2	5	0	0	45.4193
0.025317	2	4	0	0	48.6652
0.025317	2	3	0	0	52.5687
0.025317	2	2	0	0	49.2116
0.025317	2	1	0	0	50.1547
0.0263795	2	8	0	0	55.4742
0.0263795	2	7	0	0	56.9236
0.0263795	2	6	0	0	47.5266
0.0263795	2	5	0	0	45.4193
0.0263795	2	4	0	0	48.6652
0.0263795	2	3	0	0	52.5687
0.0263795	2	2	0	0	49.2116
0.0263795	2	1	0	0	50.1547
0.0265045	2	8	0	0	55.4742
0.0265045	2	7	0	0	56.9236
0.0265045	2	6	0	0	47.5266
0.0265045	2	5	0	0	45.4193
0.0265045	2	4	0	0	48.6652
0.0265045	2	3	0	0	52.5687
0.0265045	2	2	0	0	49.2116
0.0265045	2	1	0	0	50.1547
0.027567	2	8	0	0	55.4742
0.027567	2	7	0	0	56.9236
0.027567	2	6	0	0	47.5266
0.027567	2	5	0	0	45.4193
0.027567	2	4	0	0	48.6652
0.027567	2	3	0	0	52.5687
0.027567	2	2	0	0	49.2116
0.027567	2	1	0	0	50.1547
0.0277545	2	8	0	0	55.4742
0.0277545	2	7	0	0	56.9236
0.0277545	2	6	0	0	47.5266
0.0277545	2	5	0	0	45.4193
0.0277545	2	4	0	0	48.6652
0.0277545	2	3	0	0	52.5687
0.0277545	2	2	0	0	49.2116
0.0277545	2	1	0	0	50.1547
0.028442	2	8	0	0	55.4742
0.028442	2	7	0	0	56.9236
0.028442	2	6	0	0	47.5266
0.028442	2	5	0	0	45.4193
0.028442	2	4	0	0	48.6652
0.028442	2	3	0	0	52.5687
0.028442	2	2	0	0	49.2116
0.028442	2	1	0	0	50.1547
0.0287545	2	8	0	0	55.4742
0.0287545	2	7	0	0	56.9236
0.0287545	2	6	0	0	47.5266
0.0287545	2	5	0	0	45.4193
0.0287545	2	4	0	0	48.6652
0.0287545	2	3	0	0	52.5687
0.0287545	2	2	0	0	49.2116
0.0287545	2	1	0	0	50.1547
0.0291295	2	8	0	0	55.4742
0.0291295	2	7	0	0	56.9236
0.0291295	2	6	0	0	47.5266
0.0291295	2	5	0	0	45.4193
0.0291295	2	4	0	0	48.6652
0.0291295	2	3	0	0	52.5687
0.0291295	2	2	0	0	49.2116
0.0291295	2	1	0	0	50.1547
0.0300045	2	8	0	0	55.4742
0.0300045	2	7	0	0	56.9236
0.0300045	2	6	0	0	47.5266
0.0300045	2	5	0	0	45.4193
0.0300045	2	4	0	0	48.6652
0.0300045	2	3	0	0	52.5687
0.0300045	2	2	0	0	49.2116
0.0300045	2	1	0	0	50.1547
0.030317	2	8	0	0	55.4742
0.030317	2	7	0	0	56.9236
0.030317	2	6	0	0	47.5266
0.030317	2	5	0	0	45.4193
0.030317	2	4	0	0	48.6652
0.030317	2	3	0	0	52.5687
0.030317	2	2	0	0	49.2116
0.030317	2	1	0	0	50.1547
0.0313795	2	8	0	0	55.4742
0.0313795	2	7	0	0	56.9236
0.0313795	2	6	0	0	47.5266
0.0313795	2	5	0	0	45.4193
0.0313795	2	4	0	0	48.6652
0.0313795	2	3	0	0	52.5687
0.0313795	2	2	0	0	49.2116
0.0313795	2	1	0	0	50.1547
0.0315045	2	8	0	0	55.4742
0.0315045	2	7	0	0	56.9236
0.0315045	2	6	0	0	47.5266
0.0315045	2	5	0	0	45.4193
0.0315045	2	4	0	0	48.6652
0.0315045	2	3	0	0	52.5687
0.0315045	2	2	0	0	49.2116
0.0315045	2	1	0	0	50.1547
0.032567	2	8	0	0	55.4742
0.032567	2	7	0	0	56.9236
0.032567	2	6	0	0	47.5266
0.032567	2	5	0	0	45.4193
0.032567	2	4	0	0	48.6652
0.032567	2	3	0	0	52.5687
0.032567	2	2	0	0	49.2116
0.032567	2	1	0	0	50.1547
0.0327545	2	8	0	0	55.4742
0.0327545	2	7	0	0	56.9236
0.0327545	2	6	0	0	47.5266
0.0327545	2	5	0	0	45.4193
0.0327545	2	4	0	0	48.6652
0.0327545	2	3	0	0	52.5687
0.0327545	2	2	0	0	49.2116
0.0327545	2	1	0	0	50.1547
0.033442	2	8	0	0	55.4742
0.033442	2	7	0	0	56.9236
0.033442	2	6	0	0	47.5266
0.033442	2	5	0	0	45.4193
0.033442	2	4	0	0	48.6652
0.033442	2	3	0	0	52.5687
0.033442	2	2	0	0	49.2116
0.033442	2	1	0	0	50.1547
0.0337545	2	8	0	0	55.4742
0.0337545	2	7	0	0	56.9236
0.0337545	2	6	0	0	47.5266
0.0337545	2	5	0	0	45.4193
0.0337545	2	4	0	0	48.6652
0.0337545	2	3	0	0	52.5687
0.0337545	2	2	0	0	49.2116
0.0337545	2	1	0	0	50.1547
0.0341295	2	8	0	0	55.4742
0.0341295	2	7	0	0	56.9236
0.0341295	2	6	0	0	47.5266
0.0341295	2	5	0	0	45.4193
0.0341295	2	4	0	0	48.6652
0.0341295	2	3	0	0	52.5687
0.0341295	2	2	0	0	49.2116
0.0341295	2	1	0	0	50.1547
0.0350045	2	8	0	0	55.4742
0.0350045	2	7	0	0	56.9236
0.0350045	2	6	0	0	47.5266
0.0350045	2	5	0	0	45.4193
0.0350045	2	4	0	0	48.6652
0.0350045	2	3	0	0	52.5687
0.0350045	2	2	0	0	49.2116
0.0350045	2	1	0	0	50.1547
0.035317	2	8	0	0	55.4742
0.035317	2	7	0	0	56.9236
0.035317	2	6	0	0	47.5266
0.035317	2	5	0	0	45.4193
0.035317	2	4	0	0	48.6652
0.035317	2	3	0	0	52.5687
0.035317	2	2	0	0	49.2116
0.035317	2	1	0	0	50.1547
0.035692	2	8	0	0	55.4742
0.035692	2	7	0	0	56.9236
0.035692	2	6	0	0	47.5266
0.035692	2	5	0	0	45.4193
0.035692	2	4	0	0	48.6652
0.035692	2	3	0	0	52.5687
0.035692	2	2	0	0	49.2116
0.035692	2	1	0	0	50.1547
0.0357545	2	8	0	0	55.4742
0.0357545	2	7	0	0	56.9236
0.0357545	2	6	0	0	47.5266
0.0357545	2	5	0	0	45.4193
0.0357545	2	4	0	0	48.6652
0.0357545	2	3	0	0	52.5687
0.0357545	2	2	0	0	49.2116
0.0357545	2	1	0	0	50.1547
0.035817	2	8	0	0	55.4742
0.035817	2	7	0	0	56.9236
0.035817	2	6	0	0	47.5266
0.035817	2	5	0	0	45.4193
0.035817	2	4	0	0	48.6652
0.035817	2	3	0	0	52.5687
0.035817	2	2	0	0	49.2116
0.035817	2	1	0	0	50.1547
0.0358795	2	8	0	0	55.4742
0.0358795	2	7	0	0	56.9236
0.0358795	2	6	0	0	47.5266
0.0358795	2	5	0	0	45.4193
0.0358795	2	4	0	0	48.6652
0.0358795	2	3	0	0	52.5687
0.0358795	2	2	0	0	49.2116
0.0358795	2	1	0	0	50.1547
0.035942	2	8	0	0	55.4742
0.035942	2	7	0	0	56.9236
0.035942	2	6	0	0	47.5266
0.035942	2	5	0	0	45.4193
0.035942	2	4	0	0	48.6652
0.035942	2	3	0	0	52.5687
0.035942	2	2	0	0	49.2116
0.035942	2	1	0	0	50.1547
0.0360045	2	8	0	0	55.4742
0.0360045	2	7	0	0	56.9236
0.0360045	2	6	0	0	47.5266
0.0360045	2	5	0	0	45.4193
0.0360045	2	4	0	0	48.6652
0.0360045	2	3	0	0	52.5687
0.0360045	2	2	0	0	49.2116
0.0360045	2	1	0	0	50.1547
0.036067	2	8	0	0	55.4742
0.036067	2	7	0	0	56.9236
0.036067	2	6	0	0	47.5266
0.036067	2	5	0	0	45.4193
0.036067	2	4	0	0	48.6652
0.036067	2	3	0	0	52.5687
0.036067	2	2	0	0	49.2116
0.036067	2	1	0	0	50.1547
0.0363795	2	8	0	0	55.4742
0.0363795	2	7	0	0	56.9236
0.0363795	2	6	0	0	47.5266
0.0363795	2	5	0	0	45.4193
0.0363795	2	4	0	0	48.6652
0.0363795	2	3	0	0	52.5687
0.0363795	2	2	0	0	49.2116
0.0363795	2	1	0	0	50.1547
0.0365045	2	8	0	0	55.4742
0.0365045	2	7	0	0	56.9236
0.0365045	2	6	0	0	47.5266
0.0365045	2	5	0	0	45.4193
0.0365045	2	4	0	0	48.6652
0.0365045	2	3	0	0	52.5687
0.0365045	2	2	0	0	49.2116
0.0365045	2	1	0	0	50.1547
0.037567	2	8	0	0	55.4742
0.037567	2	7	0	0	56.9236
0.037567	2	6	0	0	47.5266
0.037567	2	5	0	0	45.4193
0.037567	2	4	0	0	48.6652
0.037567	2	3	0	0	52.5687
0.037567	2	2	0	0	49.2116
0.037567	2	1	0	0	50.1547
0.0377545	2	8	0	0	55.4742
0.0377545	2	7	0	0	56.9236
0.0377545	2	6	0	0	47.5266
0.0377545	2	5	0	0	45.4193
0.0377545	2	4	0	0	48.6652
0.0377545	2	3	0	0	52.5687
0.0377545	2	2	0	0	49.2116
0.0377545	2	1	0	0	50.1547
0.038442	2	8	0	0	55.4742
0.038442	2	7	0	0	56.9236
0.038442	2	6	0	0	47.5266
0.038442	2	5	0	0	45.4193
0.038442	2	4	0	0	48.6652
0.038442	2	3	0	0	52.5687
0.038442	2	2	0	0	49.2116
0.038442	2	1	0	0	50.1547
0.0387545	2	8	0	0	55.4742
0.0387545	2	7	0	0	56.9236
0.0387545	2	6	0	0	47.5266
0.0387545	2	5	0	0	45.4193
0.0387545	2	4	0	0	48.6652
0.0387545	2	3	0	0	52.5687
0.0387545	2	2	0	0	49.2116
0.0387545	2	1	0	0	50.1547
0.0391295	2	8	0	0	55.4742
0.0391295	2	7	0	0	56.9236
0.0391295	2	6	0	0	47.5266
0.0391295	2	5	0	0	45.4193
0.0391295	2	4	0	0	48.6652
0.0391295	2	3	0	0	52.5687
0.0391295	2	2	0	0	49.2116
0.0391295	2	1	0	0	50.1547
0.0400045	2	8	0	0	55.4742
0.0400045	2	7	0	0	56.9236
0.0400045	2	6	0	0	47.5266
0.0400045	2	5	0	0	45.4193
0.0400045	2	4	0	0	48.6652
0.0400045	2	3	0	0	52.5687
0.0400045	2	2	0	0	49.2116
0.0400045	2	1	0	0	50.1547
0.040317	2	8	0	0	55.4742
0.040317	2	7	0	0	56.9236
0.040317	2	6	0	0	47.5266
0.040317	2	5	0	0	45.4193
0.040317	2	4	0	0	48.6652
0.040317	2	3	0	0	52.5687
0.040317	2	2	0	0	49.2116
0.040317	2	1	0	0	50.1547
0.0413795	2	8	0	0	55.4742
0.0413795	2	7	0	0	56.9236
0.0413795	2	6	0	0	47.5266
0.0413795	2	5	0	0	45.4193
0.0413795	2	4	0	0	48.6652
0.0413795	2	3	0	0	52.5687
0.0413795	2	2	0	0	49.2116
0.0413795	2	1	0	0	50.1547
0.0415045	2	8	0	0	55.4742
0.0415045	2	7	0	0	56.9236
0.0415045	2	6	0	0	47.5266
0.0415045	2	5	0	0	45.4193
0.0415045	2	4	0	0	48.6652
0.0415045	2	3	0	0	52.5687
0.0415045	2	2	0	0	49.2116
0.0415045	2	1	0	0	50.1547
0.042567	2	8	0	0	55.4742
0.042567	2	7	0	0	56.9236
0.042567	2	6	0	0	47.5266
0.042567	2	5	0	0	45.4193
0.042567	2	4	0	0	48.6652
0.042567	2	3	0	0	52.5687
0.042567	2	2	0	0	49.2116
0.042567	2	1	0	0	50.1547
0.0427545	2	8	0	0	55.4742
0.0427545	2	7	0	0	56.9236
0.0427545	2	6	0	0	47.5266
0.0427545	2	5	0	0	45.4193
0.0427545	2	4	0	0	48.6652
0.0427545	2	3	0	0	52.5687
0.0427545	2	2	0	0	49.2116
0.0427545	2	1	0	0	50.1547
0.043442	2	8	0	0	55.4742
0.043442	2	7	0	0	56.9236
0.043442	2	6	0	0	47.5266
0.043442	2	5	0	0	45.4193
0.043442	2	4	0	0	48.6652
0.043442	2	3	0	0	52.5687
0.043442	2	2	0	0	49.2116
0.043442	2	1	0	0	50.1547
0.0437545	2	8	0	0	55.4742
0.0437545	2	7	0	0	56.9236
0.0437545	2	6	0	0	47.5266
0.0437545	2	5	0	0	45.4193
0.0437545	2	4	0	0	48.6652
0.0437545	2	3	0	0	52.5687
0.0437545	2	2	0	0	49.2116
0.0437545	2	1	0	0	50.1547
0.0441295	2	8	0	0	55.4742
0.0441295	2	7	0	0	56.9236
0.0441295	2	6	0	0	47.5266
0.0441295	2	5	0	0	45.4193
0.0441295	2	4	0	0	48.6652
0.0441295	2	3	0	0	52.5687
0.0441295	2	2	0	0	49.2116
0.0441295	2	1	0	0	50.1547
0.0450045	2	8	0	0	55.4742
0.0450045	2	7	0	0	56.9236
0.0450045	2	6	0	0	47.5266
0.0450045	2	5	0	0	45.4193
0.0450045	2	4	0	0	48.6652
0.0450045	2	3	0	0	52.5687
0.0450045	2	2	0	0	49.2116
0.0450045	2	1	0	0	50.1547
0.045317	2	8	0	0	55.4742
0.045317	2	7	0	0	56.9236
0.045317	2	6	0	0	47.5266
0.045317	2	5	0	0	45.4193
0.045317	2	4	0	0	48.6652
0.045317	2	3	0	0	52.5687
0.045317	2	2	0	0	49.2116
0.045317	2	1	0	0	50.1547
0.0463795	2	8	0	0	55.4742
0.0463795	2	7	0	0	56.9236
0.0463795	2	6	0	0	47.5266
0.0463795	2	5	0	0	45.4193
0.0463795	2	4	0	0	48.6652
0.0463795	2	3	0	0	52.5687
0.0463795	2	2	0	0	49.2116
0.0463795	2	1	0	0	50.1547
0.0465045	2	8	0	0	55.4742
0.0465045	2	7	0	0	56.9236
0.0465045	2	6	0	0	47.5266
0.0465045	2	5	0	0	45.4193
0.0465045	2	4	0	0	48.6652
0.0465045	2	3	0	0	52.5687
0.0465045	2	2	0	0	49.2116
0.0465045	2	1	0	0	50.1547
0.047567	2	8	0	0	55.4742
0.047567	2	7	0	0	56.9236
0.047567	2	6	0	0	47.5266
0.047567	2	5	0	0	45.4193
0.047567	2	4	0	0	48.6652
0.047567	2	3	0	0	52.5687
0.047567	2	2	0	0	49.2116
0.047567	2	1	0	0	50.1547
0.0477545	2	8	0	0	55.4742
0.0477545	2	7	0	0	56.9236
0.0477545	2	6	0	0	47.5266
0.0477545	2	5	0	0	45.4193
0.0477545	2	4	0	0	48.6652
0.0477545	2	3	0	0	52.5687
0.0477545	2	2	0	0	49.2116
0.0477545	2	1	0	0	50.1547
0.048442	2	8	0	0	55.4742
0.048442	2	7	0	0	56.9236
0.048442	2	6	0	0	47.5266
0.048442	2	5	0	0	45.4193
0.048442	2	4	0	0	48.6652
0.048442	2	3	0	0	52.5687
0.048442	2	2	0	0	49.2116
0.048442	2	1	0	0	50.1547
0.0487545	2	8	0	0	55.4742
0.0487545	2	7	0	0	56.9236
0.0487545	2	6	0	0	47.5266
0.0487545	2	5	0	0	45.4193
0.0487545	2	4	0	0	48.6652
0.0487545	2	3	0	0	52.5687
0.0487545	2	2	0	0	49.2116
0.0487545	2	1	0	0	50.1547
0.0491295	2	8	0	0	55.4742
0.0491295	2	7	0	0	56.9236
0.0491295	2	6	0	0	47.5266
0.0491295	2	5	0	0	45.4193
0.0491295	2	4	0	0	48.6652
0.0491295	2	3	0	0	52.5687
0.0491295	2	2	0	0	49.2116
0.0491295	2	1	0	0	50.1547
0.0500045	2	8	0	0	55.4742
0.0500045	2	7	0	0	56.9236
0.0500045	2	6	0	0	47.5266
0.0500045	2	5	0	0	45.4193
0.0500045	2	4	0	0	48.6652
0.0500045	2	3	0	0	52.5687
0.0500045	2	2	0	0	49.2116
0.0500045	2	1	0	0	50.1547
0.050317	2	8	0	0	55.4742
0.050317	2	7	0	0	56.9236
0.050317	2	6	0	0	47.5266
0.050317	2	5	0	0	45.4193
0.050317	2	4	0	0	48.6652
0.050317	2	3	0	0	52.5687
0.050317	2	2	0	0	49.2116
0.050317	2	1	0	0	50.1547
0.0513795	2	8	0	0	55.4742
0.0513795	2	7	0	0	56.9236
0.0513795	2	6	0	0	47.5266
0.0513795	2	5	0	0	45.4193
0.0513795	2	4	0	0	48.6652
0.0513795	2	3	0	0	52.5687
0.0513795	2	2	0	0	49.2116
0.0513795	2	1	0	0	50.1547
0.0515045	2	8	0	0	55.4742
0.0515045	2	7	0	0	56.9236
0.0515045	2	6	0	0	47.5266
0.0515045	2	5	0	0	45.4193
0.0515045	2	4	0	0	48.6652
0.0515045	2	3	0	0	52.5687
0.0515045	2	2	0	0	49.2116
0.0515045	2	1	0	0	50.1547
0.052567	2	8	0	0	55.4742
0.052567	2	7	0	0	56.9236
0.052567	2	6	0	0	47.5266
0.052567	2	5	0	0	45.4193
0.052567	2	4	0	0	48.6652
0.052567	2	3	0	0	52.5687
0.052567	2	2	0	0	49.2116
0.052567	2	1	0	0	50.1547
0.0527545	2	8	0	0	55.4742
0.0527545	2	7	0	0	56.9236
0.0527545	2	6	0	0	47.5266
0.0527545	2	5	0	0	45.4193
0.0527545	2	4	0	0	48.6652
0.0527545	2	3	0	0	52.5687
0.0527545	2	2	0	0	49.2116
0.0527545	2	1	0	0	50.1547
0.053442	2	8	0	0	55.4742
0.053442	2	7	0	0	56.9236
0.053442	2	6	0	0	47.5266
0.053442	2	5	0	0	45.4193
0.053442	2	4	0	0	48.6652
0.053442	2	3	0	0	52.5687
0.053442	2	2	0	0	49.2116
0.053442	2	1	0	0	50.1547
0.0537545	2	8	0	0	55.4742
0.0537545	2	7	0	0	56.9236
0.0537545	2	6	0	0	47.5266
0.0537545	2	5	0	0	45.4193
0.0537545	2	4	0	0	48.6652
0.0537545	2	3	0	0	52.5687
0.0537545	2	2	0	0	49.2116
0.0537545	2	1	0	0	50.1547
0.0541295	2	8	0	0	55.4742
0.0541295	2	7	0	0	56.9236
0.0541295	2	6	0	0	47.5266
0.0541295	2	5	0	0	45.4193
0.0541295	2	4	0	0	48.6652
0.0541295	2	3	0	0	52.5687
0.0541295	2	2	0	0	49.2116
0.0541295	2	1	0	0	50.1547
0.054942	2	8	0	0	55.4742
0.054942	2	7	0	0	56.9236
0.054942	2	6	0	0	47.5266
0.054942	2	5	0	0	45.4193
0.054942	2	4	0	0	48.6652
0.054942	2	3	0	0	52.5687
0.054942	2	2	0	0	49.2116
0.054942	2	1	0	0	50.1547
0.0550045	2	8	0	0	55.4742
0.0550045	2	7	0	0	56.9236
0.0550045	2	6	0	0	47.5266
0.0550045	2	5	0	0	45.4193
0.0550045	2	4	0	0	48.6652
0.0550045	2	3	0	0	52.5687
0.0550045	2	2	0	0	49.2116
0.0550045	2	1	0	0	50.1547
0.055317	2	8	0	0	55.4742
0.055317	2	7	0	0	56.9236
0.055317	2	6	0	0	47.5266
0.055317	2	5	0	0	45.4193
0.055317	2	4	0	0	48.6652
0.055317	2	3	0	0	52.5687
0.055317	2	2	0	0	49.2116
0.055317	2	1	0	0	50.1547
0.0563795	2	8	0	0	55.4742
0.0563795	2	7	0	0	56.9236
0.0563795	2	6	0	0	47.5266
0.0563795	2	5	0	0	45.4193
0.0563795	2	4	0	0	48.6652
0.0563795	2	3	0	0	52.5687
0.0563795	2	2	0	0	49.2116
0.0563795	2	1	0	0	50.1547
0.0565045	2	8	0	0	55.4742
0.0565045	2	7	0	0	56.9236
0.0565045	2	6	0	0	47.5266
0.0565045	2	5	0	0	45.4193
0.0565045	2	4	0	0	48.6652
0.0565045	2	3	0	0	52.5687
0.0565045	2	2	0	0	49.2116
0.0565045	2	1	0	0	50.1547
0.0575045	2	8	0	0	55.4742
0.0575045	2	7	0	0	56.9236
0.0575045	2	6	0	0	47.5266
0.0575045	2	5	0	0	45.4193
0.0575045	2	4	0	0	48.6652
0.0575045	2	3	0	0	52.5687
0.0575045	2	2	0	0	49.2116
0.0575045	2	1	0	0	50.1547
0.057567	2	8	0	0	55.4742
0.057567	2	7	0	0	56.9236
0.057567	2	6	0	0	47.5266
0.057567	2	5	0	0	45.4193
0.057567	2	4	0	0	48.6652
0.057567	2	3	0	0	52.5687
0.057567	2	2	0	0	49.2116
0.057567	2	1	0	0	50.1547
0.0577545	2	8	0	0	55.4742
0.0577545	2	7	0	0	56.9236
0.0577545	2	6	0	0	47.5266
0.0577545	2	5	0	0	45.4193
0.0577545	2	4	0	0	48.6652
0.0577545	2	3	0	0	52.5687
0.0577545	2	2	0	0	49.2116
0.0577545	2	1	0	0	50.1547
0.058442	2	8	0	0	55.4742
0.058442	2	7	0	0	56.9236
0.058442	2	6	0	0	47.5266
0.058442	2	5	0	0	45.4193
0.058442	2	4	0	0	48.6652
0.058442	2	3	0	0	52.5687
0.058442	2	2	0	0	49.2116
0.058442	2	1	0	0	50.1547
0.0587545	2	8	0	0	55.4742
0.0587545	2	7	0	0	56.9236
0.0587545	2	6	0	0	47.5266
0.0587545	2	5	0	0	45.4193
0.0587545	2	4	0	0	48.6652
0.0587545	2	3	0	0	52.5687
0.0587545	2	2	0	0	49.2116
0.0587545	2	1	0	0	50.1547
0.0591295	2	8	0	0	55.4742
0.0591295	2	7	0	0	56.9236
0.0591295	2	6	0	0	47.5266
0.0591295	2	5	0	0	45.4193
0.0591295	2	4	0	0	48.6652
0.0591295	2	3	0	0	52.5687
0.0591295	2	2	0	0	49.2116
0.0591295	2	1	0	0	50.1547
0.0600045	2	8	0	0	55.4742
0.0600045	2	7	0	0	56.9236
