time(s)	cellId	rnti	lcid	packetSize
3.40794	2	1	3	223
3.40844	2	1	3	239
3.40888	2	1	3	239
3.40932	2	1	3	239
3.40975	2	1	3	239
3.41019	2	1	3	239
3.41063	2	1	3	239
3.41107	2	1	3	239
3.4115	2	1	3	239
3.41194	2	1	3	239
3.41238	2	1	3	239
3.41282	2	1	3	239
3.41325	2	1	3	239
3.41369	2	1	3	239
3.41413	2	1	3	239
3.41457	2	1	3	239
3.415	2	1	3	239
3.41544	2	1	3	239
3.41588	2	1	3	239
3.41632	2	1	3	239
3.41675	2	1	3	239
3.41719	2	1	3	239
3.41763	2	1	3	239
3.41807	2	1	3	239
3.4185	2	1	3	239
3.41894	2	1	3	489
3.41938	2	1	3	489
3.41982	2	1	3	740
3.42025	2	1	3	239
3.42069	2	1	3	740
3.42113	2	1	3	489
3.42157	2	1	3	487
3.422	2	1	3	740
3.42244	2	1	3	489
3.42288	2	1	3	489
3.42332	2	6	3	239
3.42332	2	1	3	512
3.42375	2	6	3	272
3.42375	2	1	3	239
3.42413	2	6	3	239
3.42419	2	1	3	336
3.42457	2	6	3	239
3.425	2	6	3	607
3.425	2	1	3	239
3.42538	2	6	3	239
3.42544	2	1	3	239
3.42582	2	6	3	209
3.42588	2	1	3	239
3.42632	2	1	3	489
3.42675	2	1	3	740
3.42719	2	1	3	489
3.42763	2	1	3	489
3.42807	2	1	3	489
3.4285	2	1	3	740
3.42894	2	1	3	239
3.42919	2	6	3	239
3.42938	2	1	3	711
3.42963	2	6	3	239
3.42975	2	1	3	64
3.43007	2	6	3	239
3.43025	2	1	3	239
3.4305	2	6	3	239
3.43069	2	1	3	489
3.43094	2	6	3	197
3.43113	2	1	3	239
3.43157	2	1	3	489
3.432	2	1	3	740
3.43244	2	1	3	489
3.43288	2	1	3	489
3.43332	2	1	3	740
3.43375	2	1	3	489
3.43419	2	5	3	223
3.43419	2	1	3	316
3.43469	2	5	3	239
3.43513	2	5	3	239
3.43557	2	5	3	137
3.43557	2	1	3	239
3.43594	2	5	3	112
3.436	2	1	3	239
3.43632	2	5	3	223
3.43644	2	1	3	35
3.43682	2	5	3	239
3.43725	2	5	3	239
3.43769	2	5	3	239
3.43813	2	5	3	239
3.43857	2	5	3	239
3.439	2	5	3	239
3.43944	2	5	3	239
3.43988	2	5	3	239
3.44032	2	5	3	239
3.44069	2	1	3	239
3.44075	2	5	3	144
3.44113	2	5	3	112
3.44113	2	1	3	239
3.4415	2	5	3	223
3.44157	2	1	3	99
3.442	2	5	3	239
3.44244	2	5	3	239
3.44288	2	5	3	193
3.44307	2	6	3	239
3.44332	2	5	3	223
3.4435	2	6	3	18
3.44382	2	5	3	239
3.44425	2	5	3	239
3.44469	2	5	3	239
3.44513	2	5	3	239
3.44557	2	5	3	239
3.44588	2	1	3	239
3.446	2	5	3	148
3.44632	2	1	3	209
3.44644	2	5	3	167
3.44669	2	1	3	64
3.44694	2	5	3	239
3.44738	2	5	3	239
3.44782	2	5	3	239
3.44825	2	5	3	178
3.44838	2	6	3	239
3.44863	2	5	3	167
3.44882	2	6	3	82
3.449	2	5	3	223
3.44944	2	5	3	223
3.44982	2	5	3	223
3.45032	2	5	3	239
3.45075	2	5	3	239
3.45119	2	5	3	239
3.45163	2	5	3	239
3.45207	2	5	3	239
3.4525	2	5	3	204
3.45257	2	1	3	191
3.45294	2	6	3	239
3.45294	2	1	3	64
3.453	2	5	3	112
3.45325	2	5	3	167
3.45338	2	6	3	18
3.45344	2	5	3	112
3.45369	2	5	3	112
3.45388	2	5	3	112
3.45413	2	5	3	167
3.45425	2	5	3	56
3.45457	2	5	3	167
3.45475	2	5	3	112
3.455	2	5	3	112
3.45525	2	5	3	167
3.45538	2	5	3	56
3.45569	2	5	3	167
3.45582	2	5	3	56
3.45607	2	5	3	167
3.45619	2	5	3	56
3.45657	2	5	3	223
3.457	2	5	3	112
3.45707	2	1	3	239
3.45738	2	5	3	167
3.4575	2	1	3	82
3.45775	2	5	3	167
3.45794	2	6	3	239
3.45819	2	5	3	167
3.45838	2	6	3	18
3.45863	2	5	3	239
3.45907	2	5	3	239
3.4595	2	5	3	239
3.45994	2	5	3	239
3.46038	2	5	3	239
3.46082	2	5	3	239
3.46125	2	5	3	78
3.46125	2	1	3	239
3.46169	2	1	3	489
3.46213	2	1	3	489
3.46244	2	6	3	239
3.46257	2	1	3	251
3.46288	2	6	3	489
3.46332	2	6	3	489
3.46375	2	6	3	740
3.46419	2	6	3	489
3.46463	2	6	3	487
3.46507	2	6	3	489
3.4655	2	6	3	740
3.46594	2	6	3	237
3.46632	2	3	3	56
3.46644	2	6	3	740
3.46688	2	6	3	740
3.46732	2	6	3	239
3.46775	2	6	3	740
3.46819	2	6	3	489
3.46863	2	6	3	489
3.46907	2	6	3	740
