% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	stream	harqId	ndi	rv	mcs	tbSize
3.4755	1	0	3	6	347	5	12	12	1	0	15	1	0	28	118
3.47556	1	0	2	7	347	5	13	12	1	0	15	1	0	28	118
3.47594	1	0	3	6	347	6	3	12	1	0	15	1	0	28	118
3.476	1	0	2	7	347	6	4	12	1	0	15	1	0	28	118
3.47631	1	0	6	3	347	6	9	12	1	0	15	1	0	28	118
3.47637	1	0	3	6	347	6	10	11	1	0	15	1	0	28	118
3.47644	1	0	2	7	347	6	11	11	2	0	15	1	0	28	239
3.47681	1	0	3	6	347	7	1	12	1	0	15	1	0	28	118
3.47688	1	0	2	7	347	7	2	12	1	0	15	1	0	28	118
3.47725	1	0	3	6	347	7	8	12	1	0	15	1	0	28	118
3.47731	1	0	2	7	347	7	9	12	1	0	15	1	0	28	118
3.47769	1	0	3	6	347	7	15	12	1	0	15	1	0	28	118
3.47775	1	0	2	7	347	8	0	12	1	0	15	1	0	28	118
3.47812	1	0	3	6	347	8	6	12	1	0	15	1	0	28	118
3.47819	1	0	2	7	347	8	7	12	1	0	15	1	0	28	118
3.47856	1	0	3	6	347	8	13	12	1	0	15	1	0	28	118
3.47863	1	0	2	7	347	8	14	11	1	0	15	1	0	28	118
3.479	1	0	3	6	347	9	4	11	1	0	15	1	0	28	118
3.47906	1	0	2	7	347	9	5	11	2	0	15	1	0	28	239
3.47944	1	0	3	6	347	9	11	12	1	0	15	1	0	28	118
3.4795	1	0	2	7	347	9	12	12	1	0	15	1	0	28	118
3.47987	1	0	3	6	348	0	2	12	1	0	15	1	0	28	118
3.47994	1	0	2	7	348	0	3	12	1	0	15	1	0	28	118
3.48031	1	0	3	6	348	0	9	12	1	0	15	1	0	28	118
3.48037	1	0	2	7	348	0	10	12	1	0	15	1	0	28	118
3.48075	1	0	3	6	348	1	0	12	1	0	15	1	0	28	118
3.48081	1	0	2	7	348	1	1	12	1	0	15	1	0	28	118
3.48119	1	0	3	6	348	1	7	11	2	0	15	1	0	28	239
3.48125	1	0	2	7	348	1	8	10	2	0	15	1	0	28	239
3.48169	1	0	2	7	348	1	15	12	1	0	15	1	0	28	118
3.48175	1	0	3	6	348	2	0	12	1	0	15	1	0	28	118
3.48212	1	0	2	7	348	2	6	12	1	0	15	1	0	28	118
3.48219	1	0	3	6	348	2	7	12	1	0	15	1	0	28	118
3.48256	1	0	2	7	348	2	13	12	1	0	15	1	0	28	118
3.48263	1	0	3	6	348	2	14	11	1	0	15	1	0	28	118
3.483	1	0	2	7	348	3	4	12	1	0	15	1	0	28	118
3.48306	1	0	3	6	348	3	5	12	1	0	15	1	0	28	118
3.48344	1	0	2	7	348	3	11	12	1	0	15	1	0	28	118
3.4835	1	0	3	6	348	3	12	12	1	0	15	1	0	28	118
3.48387	1	0	2	7	348	4	2	12	1	0	15	1	0	28	118
3.48394	1	0	3	6	348	4	3	12	1	0	15	1	0	28	118
3.48431	1	0	2	7	348	4	9	11	2	0	15	1	0	28	239
3.48438	1	0	3	6	348	4	10	12	1	0	15	1	0	28	118
3.48475	1	0	2	7	348	5	0	12	1	0	15	1	0	28	118
3.48481	1	0	3	6	348	5	1	12	1	0	15	1	0	28	118
3.48519	1	0	2	7	348	5	7	11	1	0	15	1	0	28	118
3.48525	1	0	3	6	348	5	8	11	2	0	15	1	0	28	239
3.48563	1	0	2	7	348	5	14	12	1	0	15	1	0	28	118
3.48569	1	0	3	6	348	5	15	12	1	0	15	1	0	28	118
3.48606	1	0	2	7	348	6	5	12	1	0	15	1	0	28	118
3.48612	1	0	3	6	348	6	6	12	1	0	15	1	0	28	118
3.4865	1	0	2	7	348	6	12	12	1	0	15	1	0	28	118
3.48656	1	0	3	6	348	6	13	12	1	0	15	1	0	28	118
3.48694	1	0	2	7	348	7	3	12	1	0	15	1	0	28	118
3.487	1	0	3	6	348	7	4	12	1	0	15	1	0	28	118
3.48738	1	0	2	7	348	7	10	12	1	0	15	1	0	28	118
3.48744	1	0	3	6	348	7	11	11	1	0	15	1	0	28	118
3.48781	1	0	2	7	348	8	1	12	1	0	15	1	0	28	118
3.48787	1	0	3	6	348	8	2	11	2	0	15	1	0	28	239
3.48825	1	0	2	7	348	8	8	12	1	0	15	1	0	28	118
3.48831	1	0	3	6	348	8	9	11	1	0	15	1	0	28	118
3.48869	1	0	2	7	348	8	15	12	1	0	15	1	0	28	118
3.48875	1	0	3	6	348	9	0	12	1	0	15	1	0	28	118
3.48913	1	0	2	7	348	9	6	12	1	0	15	1	0	28	118
3.48919	1	0	3	6	348	9	7	12	1	0	15	1	0	28	118
3.48956	1	0	2	7	348	9	13	12	1	0	15	1	0	28	118
3.48963	1	0	3	6	348	9	14	12	1	0	15	1	0	28	118
3.49	1	0	2	7	349	0	4	12	1	0	15	1	0	28	118
3.49006	1	0	3	6	349	0	5	12	1	0	15	1	0	28	118
3.49044	1	0	2	7	349	0	11	12	1	0	15	1	0	28	118
3.4905	1	0	3	6	349	0	12	11	2	0	15	1	0	28	239
3.49087	1	0	2	7	349	1	2	12	1	0	15	1	0	28	118
3.49106	1	0	3	6	349	1	5	12	1	0	15	1	0	28	118
3.49131	1	0	2	7	349	1	9	11	2	0	15	1	0	28	239
3.4915	1	0	3	6	349	1	12	12	1	0	15	1	0	28	118
3.49194	1	0	3	6	349	2	3	11	2	0	15	1	0	28	239
3.49681	1	0	6	3	349	7	1	12	1	0	15	1	0	28	118
3.50088	1	0	4	5	350	1	2	12	1	0	15	1	0	28	118
3.50131	1	0	4	5	350	1	9	12	1	0	15	1	0	28	118
3.50175	1	0	4	5	350	2	0	12	1	0	15	1	0	28	118
3.50212	1	0	4	5	350	2	6	12	1	0	15	1	0	28	118
3.50256	1	0	4	5	350	2	13	12	1	0	15	1	0	28	118
3.503	1	0	4	5	350	3	4	12	1	0	15	1	0	28	118
3.50338	1	0	4	5	350	3	10	12	1	0	15	1	0	28	118
3.50381	1	0	4	5	350	4	1	12	1	0	15	1	0	28	118
3.50425	1	0	4	5	350	4	8	12	1	0	15	1	0	28	118
3.50462	1	0	4	5	350	4	14	12	1	0	15	1	0	28	118
3.50506	1	0	4	5	350	5	5	12	1	0	15	1	0	28	118
3.5055	1	0	4	5	350	5	12	12	1	0	15	1	0	28	118
3.50588	1	0	4	5	350	6	2	12	1	0	15	1	0	28	118
3.50631	1	0	4	5	350	6	9	12	1	0	15	1	0	28	118
3.50675	1	0	4	5	350	7	0	12	1	0	15	1	0	28	118
3.50712	1	0	4	5	350	7	6	12	1	0	15	1	0	28	118
3.50756	1	0	4	5	350	7	13	12	1	0	15	1	0	28	118
3.508	1	0	4	5	350	8	4	12	1	0	15	1	0	28	118
3.50844	1	0	4	5	350	8	11	12	1	0	15	1	0	28	118
3.50888	1	0	4	5	350	9	2	12	1	0	15	1	0	28	118
3.50931	1	0	4	5	350	9	9	12	1	0	15	1	0	28	118
3.50969	1	0	4	5	350	9	15	12	1	0	15	1	0	28	118
3.51012	1	0	4	5	351	0	6	12	1	0	15	1	0	28	118
3.51056	1	0	4	5	351	0	13	12	1	0	15	1	0	28	118
3.51094	1	0	4	5	351	1	3	12	1	0	15	1	0	28	118
3.51138	1	0	4	5	351	1	10	11	1	0	15	1	0	28	118
3.51181	1	0	4	5	351	2	1	12	1	0	15	1	0	28	118
3.51219	1	0	4	5	351	2	7	12	1	0	15	1	0	28	118
3.51262	1	0	4	5	351	2	14	11	1	0	15	1	0	28	118
3.51306	1	0	4	5	351	3	5	12	1	0	15	1	0	28	118
3.51344	1	0	4	5	351	3	11	12	1	0	15	1	0	28	118
3.51388	1	0	4	5	351	4	2	12	1	0	15	1	0	28	118
3.51431	1	0	4	5	351	4	9	12	1	0	15	1	0	28	118
3.51475	1	0	4	5	351	5	0	12	1	0	15	1	0	28	118
3.51519	1	0	4	5	351	5	7	11	1	0	15	1	0	28	118
3.51562	1	0	4	5	351	5	14	12	1	0	15	1	0	28	118
3.51606	1	0	4	5	351	6	5	12	1	0	15	1	0	28	118
3.5165	1	0	4	5	351	6	12	12	1	0	15	1	0	28	118
3.51688	1	0	4	5	351	7	2	12	1	0	15	1	0	28	118
3.51731	1	0	4	5	351	7	9	12	1	0	15	1	0	28	118
3.51775	1	0	4	5	351	8	0	12	1	0	15	1	0	28	118
3.51812	1	0	4	5	351	8	6	12	1	0	15	1	0	28	118
3.5185	1	0	6	3	351	8	12	12	1	0	15	1	0	28	118
3.51856	1	0	4	5	351	8	13	12	1	0	15	1	0	28	118
3.519	1	0	4	5	351	9	4	11	1	0	15	1	0	28	118
3.51938	1	0	4	5	351	9	10	12	1	0	15	1	0	28	118
3.51981	1	0	4	5	352	0	1	12	1	0	15	1	0	28	118
3.52025	1	0	4	5	352	0	8	12	1	0	15	1	0	28	118
3.52062	1	0	4	5	352	0	14	12	1	0	15	1	0	28	118
3.52106	1	0	4	5	352	1	5	12	1	0	15	1	0	28	118
3.5215	1	0	4	5	352	1	12	12	1	0	15	1	0	28	118
3.52188	1	0	4	5	352	2	2	12	1	0	15	1	0	28	118
3.52231	1	0	4	5	352	2	9	12	1	0	15	1	0	28	118
3.52275	1	0	4	5	352	3	0	12	1	0	15	1	0	28	118
3.52312	1	0	4	5	352	3	6	12	1	0	15	1	0	28	118
3.52356	1	0	4	5	352	3	13	12	1	0	15	1	0	28	118
3.524	1	0	4	5	352	4	4	11	1	0	15	1	0	28	118
3.52438	1	0	4	5	352	4	10	12	1	0	15	1	0	28	118
3.52481	1	0	4	5	352	5	1	12	1	0	15	1	0	28	118
3.52525	1	0	4	5	352	5	8	12	1	0	15	1	0	28	118
3.52562	1	0	4	5	352	5	14	12	1	0	15	1	0	28	118
3.52606	1	0	4	5	352	6	5	12	1	0	15	1	0	28	118
3.5265	1	0	4	5	352	6	12	12	1	0	15	1	0	28	118
3.52687	1	0	4	5	352	7	2	12	1	0	15	1	0	28	118
3.52731	1	0	4	5	352	7	9	12	1	0	15	1	0	28	118
3.52775	1	0	4	5	352	8	0	12	1	0	15	1	0	28	118
3.52813	1	0	4	5	352	8	6	12	1	0	15	1	0	28	118
3.52856	1	0	4	5	352	8	13	12	1	0	15	1	0	28	118
3.529	1	0	4	5	352	9	4	11	1	0	15	1	0	28	118
3.52937	1	0	4	5	352	9	10	12	1	0	15	1	0	28	118
3.52981	1	0	4	5	353	0	1	12	1	0	15	1	0	28	118
3.53025	1	0	4	5	353	0	8	12	1	0	15	1	0	28	118
3.53063	1	0	4	5	353	0	14	12	1	0	15	1	0	28	118
3.53106	1	0	4	5	353	1	5	12	1	0	15	1	0	28	118
3.5315	1	0	4	5	353	1	12	12	1	0	15	1	0	28	118
3.53187	1	0	4	5	353	2	2	12	1	0	15	1	0	28	118
3.53231	1	0	4	5	353	2	9	12	1	0	15	1	0	28	118
3.53275	1	0	4	5	353	3	0	12	1	0	15	1	0	28	118
3.53313	1	0	4	5	353	3	6	12	1	0	15	1	0	28	118
3.53356	1	0	4	5	353	3	13	12	1	0	15	1	0	28	118
3.534	1	0	4	5	353	4	4	11	1	0	15	1	0	28	118
3.53437	1	0	4	5	353	4	10	12	1	0	15	1	0	28	118
3.53481	1	0	4	5	353	5	1	12	1	0	15	1	0	28	118
3.53506	1	0	2	7	353	5	5	12	1	0	15	1	0	28	118
3.53525	1	0	4	5	353	5	8	12	1	0	15	1	0	28	118
3.53531	1	0	3	6	353	5	9	12	1	0	15	1	0	28	118
3.5355	1	0	2	7	353	5	12	12	1	0	15	1	0	28	118
3.53575	1	0	3	6	353	6	0	12	1	0	15	1	0	28	118
3.53581	1	0	4	5	353	6	1	12	1	0	15	1	0	28	118
3.53594	1	0	2	7	353	6	3	12	1	0	15	1	0	28	118
3.53619	1	0	4	5	353	6	7	12	1	0	15	1	0	28	118
3.53631	1	0	3	6	353	6	9	12	1	0	15	1	0	28	118
3.53638	1	0	2	7	353	6	10	11	1	0	15	1	0	28	118
3.53675	1	0	3	6	353	7	0	12	1	0	15	1	0	28	118
3.53681	1	0	2	7	353	7	1	12	1	0	15	1	0	28	118
3.53688	1	0	4	5	353	7	2	12	1	0	15	1	0	28	118
3.53719	1	0	3	6	353	7	7	12	1	0	15	1	0	28	118
3.53737	1	0	2	7	353	7	10	12	1	0	15	1	0	28	118
3.53756	1	0	4	5	353	7	13	11	1	0	15	1	0	28	118
3.53756	1	0	3	6	353	7	13	12	1	0	15	1	0	28	118
3.53781	1	0	2	7	353	8	1	12	1	0	15	1	0	28	118
3.538	1	0	3	6	353	8	4	12	1	0	15	1	0	28	118
3.53831	1	0	4	5	353	8	9	11	1	0	15	1	0	28	118
3.53837	1	0	2	7	353	8	10	12	1	0	15	1	0	28	118
3.53844	1	0	3	6	353	8	11	12	1	0	15	1	0	28	118
3.53881	1	0	2	7	353	9	1	12	1	0	15	1	0	28	118
3.539	1	0	4	5	353	9	4	11	1	0	15	1	0	28	118
3.53906	1	0	3	6	353	9	5	12	1	0	15	1	0	28	118
3.53931	1	0	2	7	353	9	9	12	1	0	15	1	0	28	118
3.5395	1	0	3	6	353	9	12	12	1	0	15	1	0	28	118
3.53963	1	0	4	5	353	9	14	12	1	0	15	1	0	28	118
3.53975	1	0	2	7	354	0	0	12	1	0	15	1	0	28	118
3.54	1	0	3	6	354	0	4	12	1	0	15	1	0	28	118
3.54019	1	0	2	7	354	0	7	11	1	0	15	1	0	28	118
3.54031	1	0	6	3	354	0	9	12	1	0	15	1	0	28	118
3.54038	1	0	4	5	354	0	10	12	1	0	15	1	0	28	118
3.54044	1	0	3	6	354	0	11	12	1	0	15	1	0	28	118
3.54062	1	0	2	7	354	0	14	12	1	0	15	1	0	28	118
3.54081	1	0	3	6	354	1	1	12	1	0	15	1	0	28	118
3.541	1	0	4	5	354	1	4	12	1	0	15	1	0	28	118
3.54119	1	0	2	7	354	1	7	12	1	0	15	1	0	28	118
3.54131	1	0	3	6	354	1	9	12	1	0	15	1	0	28	118
3.54162	1	0	2	7	354	1	14	12	1	0	15	1	0	28	118
3.54175	1	0	4	5	354	2	0	11	1	0	15	1	0	28	118
3.54175	1	0	3	6	354	2	0	12	1	0	15	1	0	28	118
3.54212	1	0	2	7	354	2	6	12	1	0	15	1	0	28	118
3.54219	1	0	3	6	354	2	7	12	1	0	15	1	0	28	118
3.5425	1	0	4	5	354	2	12	12	1	0	15	1	0	28	118
3.54256	1	0	2	7	354	2	13	12	1	0	15	1	0	28	118
3.54263	1	0	3	6	354	2	14	11	1	0	15	1	0	28	118
3.543	1	0	2	7	354	3	4	12	1	0	15	1	0	28	118
3.54319	1	0	3	6	354	3	7	12	1	0	15	1	0	28	118
3.54331	1	0	4	5	354	3	9	11	1	0	15	1	0	28	118
3.54356	1	0	2	7	354	3	13	12	1	0	15	1	0	28	118
3.54363	1	0	3	6	354	3	14	11	1	0	15	1	0	28	118
3.544	1	0	4	5	354	4	4	9	1	0	15	1	0	28	118
3.544	1	0	3	6	354	4	4	10	1	0	15	1	0	28	118
3.544	1	0	2	7	354	4	4	11	1	0	15	1	0	28	118
3.54444	1	0	3	6	354	4	11	11	1	0	15	1	0	28	118
3.54444	1	0	2	7	354	4	11	12	1	0	15	1	0	28	118
3.54469	1	0	4	5	354	4	15	12	1	0	15	1	0	28	118
3.54488	1	0	3	6	354	5	2	11	1	0	15	1	0	28	118
3.54488	1	0	2	7	354	5	2	12	1	0	15	1	0	28	118
3.54531	1	0	2	7	354	5	9	12	1	0	15	1	0	28	118
3.54537	1	0	4	5	354	5	10	12	1	0	15	1	0	28	118
3.54556	1	0	3	6	354	5	13	12	1	0	15	1	0	28	118
3.54581	1	0	2	7	354	6	1	12	1	0	15	1	0	28	118
3.546	1	0	3	6	354	6	4	12	1	0	15	1	0	28	118
3.54612	1	0	4	5	354	6	6	12	1	0	15	1	0	28	118
3.54625	1	0	2	7	354	6	8	11	1	0	15	1	0	28	118
3.54637	1	0	3	6	354	6	10	11	1	0	15	1	0	28	118
3.54669	1	0	2	7	354	6	15	12	1	0	15	1	0	28	118
3.54675	1	0	3	6	354	7	0	12	1	0	15	1	0	28	118
3.54694	1	0	4	5	354	7	3	12	1	0	15	1	0	28	118
3.54712	1	0	2	7	354	7	6	12	1	0	15	1	0	28	118
3.54719	1	0	3	6	354	7	7	12	1	0	15	1	0	28	118
3.54756	1	0	2	7	354	7	13	12	1	0	15	1	0	28	118
3.54769	1	0	4	5	354	7	15	11	1	0	15	1	0	28	118
3.54769	1	0	3	6	354	7	15	12	1	0	15	1	0	28	118
3.54813	1	0	3	6	354	8	6	12	1	0	15	1	0	28	118
3.54819	1	0	2	7	354	8	7	12	1	0	15	1	0	28	118
3.54844	1	0	4	5	354	8	11	12	1	0	15	1	0	28	118
3.54856	1	0	3	6	354	8	13	12	1	0	15	1	0	28	118
3.54862	1	0	2	7	354	8	14	11	1	0	15	1	0	28	118
3.549	1	0	3	6	354	9	4	11	1	0	15	1	0	28	118
3.54906	1	0	2	7	354	9	5	12	1	0	15	1	0	28	118
3.54919	1	0	4	5	354	9	7	12	1	0	15	1	0	28	118
3.54937	1	0	3	6	354	9	10	12	1	0	15	1	0	28	118
3.54969	1	0	2	7	354	9	15	12	1	0	15	1	0	28	118
3.54975	1	0	3	6	355	0	0	12	1	0	15	1	0	28	118
3.55	1	0	4	5	355	0	4	12	1	0	15	1	0	28	118
3.55012	1	0	2	7	355	0	6	12	1	0	15	1	0	28	118
3.55019	1	0	3	6	355	0	7	11	1	0	15	1	0	28	118
3.55063	1	0	3	6	355	0	14	12	1	0	15	1	0	28	118
3.55069	1	0	2	7	355	0	15	12	1	0	15	1	0	28	118
3.55075	1	0	4	5	355	1	0	12	1	0	15	1	0	28	118
3.55106	1	0	3	6	355	1	5	12	1	0	15	1	0	28	118
3.55112	1	0	2	7	355	1	6	12	1	0	15	1	0	28	118
3.5515	1	0	3	6	355	1	12	12	1	0	15	1	0	28	118
3.55156	1	0	2	7	355	1	13	12	1	0	15	1	0	28	118
3.55194	1	0	3	6	355	2	3	12	1	0	15	1	0	28	118
3.552	1	0	2	7	355	2	4	12	1	0	15	1	0	28	118
3.55238	1	0	3	6	355	2	10	12	1	0	15	1	0	28	118
3.5525	1	0	2	7	355	2	12	12	1	0	15	1	0	28	118
3.55281	1	0	3	6	355	3	1	12	1	0	15	1	0	28	118
3.55294	1	0	2	7	355	3	3	11	2	0	15	1	0	28	239
3.55325	1	0	3	6	355	3	8	12	1	0	15	1	0	28	118
3.55337	1	0	2	7	355	3	10	12	1	0	15	1	0	28	118
3.55369	1	0	3	6	355	3	15	12	1	0	15	1	0	28	118
3.55381	1	0	2	7	355	4	1	12	1	0	15	1	0	28	118
3.55412	1	0	3	6	355	4	6	12	1	0	15	1	0	28	118
3.55425	1	0	2	7	355	4	8	12	1	0	15	1	0	28	118
3.55456	1	0	3	6	355	4	13	12	1	0	15	1	0	28	118
3.55469	1	0	2	7	355	4	15	12	1	0	15	1	0	28	118
3.555	1	0	3	6	355	5	4	12	1	0	15	1	0	28	118
3.55512	1	0	2	7	355	5	6	12	1	0	15	1	0	28	118
3.55544	1	0	3	6	355	5	11	12	1	0	15	1	0	28	118
3.55556	1	0	2	7	355	5	13	11	2	0	15	1	0	28	239
3.55587	1	0	3	6	355	6	2	12	1	0	15	1	0	28	118
3.556	1	0	2	7	355	6	4	12	1	0	15	1	0	28	118
3.55631	1	0	3	6	355	6	9	12	1	0	15	1	0	28	118
3.55644	1	0	2	7	355	6	11	12	1	0	15	1	0	28	118
3.55675	1	0	3	6	355	7	0	12	1	0	15	1	0	28	118
3.55687	1	0	2	7	355	7	2	12	1	0	15	1	0	28	118
3.55719	1	0	3	6	355	7	7	11	2	0	15	1	0	28	239
3.55731	1	0	2	7	355	7	9	12	1	0	15	1	0	28	118
3.55775	1	0	3	6	355	8	0	11	1	0	15	1	0	28	118
3.55775	1	0	2	7	355	8	0	12	1	0	15	1	0	28	118
3.55819	1	0	3	6	355	8	7	11	1	0	15	1	0	28	118
3.55819	1	0	2	7	355	8	7	12	1	0	15	1	0	28	118
3.55863	1	0	3	6	355	8	14	9	1	0	15	1	0	28	118
3.55863	1	0	2	7	355	8	14	10	2	0	15	1	0	28	239
3.55906	1	0	3	6	355	9	5	11	1	0	15	1	0	28	118
3.55906	1	0	2	7	355	9	5	12	1	0	15	1	0	28	118
3.5595	1	0	3	6	355	9	12	11	1	0	15	1	0	28	118
3.5595	1	0	2	7	355	9	12	12	1	0	15	1	0	28	118
3.55994	1	0	3	6	356	0	3	11	1	0	15	1	0	28	118
3.55994	1	0	2	7	356	0	3	12	1	0	15	1	0	28	118
3.56038	1	0	3	6	356	0	10	11	1	0	15	1	0	28	118
3.56038	1	0	2	7	356	0	10	12	1	0	15	1	0	28	118
3.56081	1	0	3	6	356	1	1	10	1	0	15	1	0	28	118
3.56081	1	0	2	7	356	1	1	11	2	0	15	1	0	28	239
3.56125	1	0	2	7	356	1	8	11	1	0	15	1	0	28	118
3.56131	1	0	3	6	356	1	9	11	2	0	15	1	0	28	239
3.56169	1	0	2	7	356	1	15	12	1	0	15	1	0	28	118
3.56175	1	0	3	6	356	2	0	12	1	0	15	1	0	28	118
3.56212	1	0	2	7	356	2	6	12	1	0	15	1	0	28	118
3.56219	1	0	3	6	356	2	7	12	1	0	15	1	0	28	118
3.56256	1	0	2	7	356	2	13	12	1	0	15	1	0	28	118
3.56263	1	0	3	6	356	2	14	11	1	0	15	1	0	28	118
3.563	1	0	2	7	356	3	4	12	1	0	15	1	0	28	118
3.56306	1	0	3	6	356	3	5	12	1	0	15	1	0	28	118
3.56344	1	0	2	7	356	3	11	12	1	0	15	1	0	28	118
3.5635	1	0	3	6	356	3	12	11	2	0	15	1	0	28	239
3.56387	1	0	2	7	356	4	2	12	1	0	15	1	0	28	118
3.56394	1	0	3	6	356	4	3	12	1	0	15	1	0	28	118
3.56431	1	0	2	7	356	4	9	12	1	0	15	1	0	28	118
3.56438	1	0	3	6	356	4	10	12	1	0	15	1	0	28	118
3.56475	1	0	2	7	356	5	0	12	1	0	15	1	0	28	118
3.56481	1	0	3	6	356	5	1	12	1	0	15	1	0	28	118
3.56519	1	0	2	7	356	5	7	11	1	0	15	1	0	28	118
3.56525	1	0	3	6	356	5	8	12	1	0	15	1	0	28	118
3.56562	1	0	2	7	356	5	14	12	1	0	15	1	0	28	118
3.56569	1	0	3	6	356	5	15	12	1	0	15	1	0	28	118
3.56606	1	0	2	7	356	6	5	12	1	0	15	1	0	28	118
3.56612	1	0	3	6	356	6	6	12	1	0	15	1	0	28	118
3.5665	1	0	2	7	356	6	12	12	1	0	15	1	0	28	118
3.56656	1	0	3	6	356	6	13	11	2	0	15	1	0	28	239
3.56694	1	0	2	7	356	7	3	11	2	0	15	1	0	28	239
3.567	1	0	3	6	356	7	4	12	1	0	15	1	0	28	118
3.56744	1	0	3	6	356	7	11	11	1	0	15	1	0	28	118
3.56756	1	0	2	7	356	7	13	12	1	0	15	1	0	28	118
3.56787	1	0	3	6	356	8	2	12	1	0	15	1	0	28	118
3.568	1	0	2	7	356	8	4	12	1	0	15	1	0	28	118
3.56831	1	0	3	6	356	8	9	10	2	0	15	1	0	28	239
3.56844	1	0	2	7	356	8	11	12	1	0	15	1	0	28	118
3.56887	1	0	3	6	356	9	2	11	1	0	15	1	0	28	118
3.56887	1	0	2	7	356	9	2	12	1	0	15	1	0	28	118
3.56931	1	0	3	6	356	9	9	11	1	0	15	1	0	28	118
3.56931	1	0	2	7	356	9	9	12	1	0	15	1	0	28	118
3.56975	1	0	3	6	357	0	0	10	1	0	15	1	0	28	118
3.56975	1	0	2	7	357	0	0	11	2	0	15	1	0	28	239
3.57019	1	0	3	6	357	0	7	10	1	0	15	1	0	28	118
3.57019	1	0	2	7	357	0	7	11	1	0	15	1	0	28	118
3.57063	1	0	3	6	357	0	14	11	1	0	15	1	0	28	118
3.57063	1	0	2	7	357	0	14	12	1	0	15	1	0	28	118
3.57106	1	0	3	6	357	1	5	11	1	0	15	1	0	28	118
3.57106	1	0	2	7	357	1	5	12	1	0	15	1	0	28	118
3.5715	1	0	3	6	357	1	12	11	1	0	15	1	0	28	118
3.5715	1	0	2	7	357	1	12	12	1	0	15	1	0	28	118
3.57194	1	0	3	6	357	2	3	11	1	0	15	1	0	28	118
3.57194	1	0	2	7	357	2	3	12	1	0	15	1	0	28	118
3.57238	1	0	3	6	357	2	10	10	1	0	15	1	0	28	118
3.57238	1	0	2	7	357	2	10	11	2	0	15	1	0	28	239
3.57281	1	0	3	6	357	3	1	11	1	0	15	1	0	28	118
3.57281	1	0	2	7	357	3	1	12	1	0	15	1	0	28	118
3.57325	1	0	3	6	357	3	8	11	1	0	15	1	0	28	118
3.57325	1	0	2	7	357	3	8	12	1	0	15	1	0	28	118
3.57369	1	0	3	6	357	3	15	11	1	0	15	1	0	28	118
3.57369	1	0	2	7	357	3	15	12	1	0	15	1	0	28	118
3.57412	1	0	3	6	357	4	6	11	1	0	15	1	0	28	118
3.57412	1	0	2	7	357	4	6	12	1	0	15	1	0	28	118
3.57456	1	0	3	6	357	4	13	10	2	0	15	1	0	28	239
3.57456	1	0	2	7	357	4	13	12	1	0	15	1	0	28	118
3.575	1	0	2	7	357	5	4	11	2	0	15	1	0	28	239
3.57512	1	0	3	6	357	5	6	12	1	0	15	1	0	28	118
3.57544	1	0	2	7	357	5	11	12	1	0	15	1	0	28	118
3.57556	1	0	3	6	357	5	13	12	1	0	15	1	0	28	118
3.57587	1	0	2	7	357	6	2	12	1	0	15	1	0	28	118
3.576	1	0	3	6	357	6	4	12	1	0	15	1	0	28	118
3.57631	1	0	2	7	357	6	9	12	1	0	15	1	0	28	118
3.57644	1	0	3	6	357	6	11	12	1	0	15	1	0	28	118
3.57675	1	0	2	7	357	7	0	12	1	0	15	1	0	28	118
3.57687	1	0	3	6	357	7	2	12	1	0	15	1	0	28	118
3.57719	1	0	2	7	357	7	7	12	1	0	15	1	0	28	118
3.57731	1	0	3	6	357	7	9	12	1	0	15	1	0	28	118
3.57762	1	0	2	7	357	7	14	10	2	0	15	1	0	28	239
3.57775	1	0	3	6	357	8	0	12	1	0	15	1	0	28	118
3.57806	1	0	2	7	357	8	5	12	1	0	15	1	0	28	118
3.57819	1	0	3	6	357	8	7	12	1	0	15	1	0	28	118
3.5785	1	0	2	7	357	8	12	12	1	0	15	1	0	28	118
3.57863	1	0	3	6	357	8	14	11	1	0	15	1	0	28	118
3.57894	1	0	2	7	357	9	3	12	1	0	15	1	0	28	118
3.57906	1	0	3	6	357	9	5	12	1	0	15	1	0	28	118
3.57938	1	0	2	7	357	9	10	12	1	0	15	1	0	28	118
3.5795	1	0	3	6	357	9	12	12	1	0	15	1	0	28	118
3.57981	1	0	2	7	358	0	1	11	2	0	15	1	0	28	239
3.57994	1	0	3	6	358	0	3	12	1	0	15	1	0	28	118
3.58031	1	0	2	7	358	0	9	12	1	0	15	1	0	28	118
3.58038	1	0	3	6	358	0	10	12	1	0	15	1	0	28	118
3.58075	1	0	2	7	358	1	0	12	1	0	15	1	0	28	118
3.58081	1	0	3	6	358	1	1	11	2	0	15	1	0	28	239
3.58119	1	0	2	7	358	1	7	12	1	0	15	1	0	28	118
3.58131	1	0	3	6	358	1	9	12	1	0	15	1	0	28	118
3.58162	1	0	2	7	358	1	14	12	1	0	15	1	0	28	118
3.58175	1	0	3	6	358	2	0	12	1	0	15	1	0	28	118
3.58206	1	0	2	7	358	2	5	12	1	0	15	1	0	28	118
3.58219	1	0	3	6	358	2	7	12	1	0	15	1	0	28	118
3.5825	1	0	2	7	358	2	12	11	2	0	15	1	0	28	239
3.58263	1	0	3	6	358	2	14	11	1	0	15	1	0	28	118
3.58288	1	0	2	7	358	3	2	12	1	0	15	1	0	28	118
