0.0198794,558.7386
0.0300563,689.2487
0.533275,192.77999999999994
0.674,80.92999999999995
0.680705,304.663
0.709587,308.72300000000007
0.940029,412.6510000000001
0.972974,429.586
1.30734,122.11000000000016
1.3572,207.4800000000001
1.38406,212.52000000000004
1.51935,513.52
1.55118,641.5600000000002
1.98751,251.22999999999985
2.14743,98.33999999999988
2.1934,64.47000000000003
2.20044,82.43
2.21257,215.48999999999995
2.23757,202.92000000000021
2.38265,75.47000000000014
2.39515,88.53
2.41279,83.26999999999973
2.43832,229.6100000000001
2.45074,363.62999999999965
2.62259,203.46999999999983
2.76906,62.86999999999976
2.78073,112.50999999999989
2.78662,305.00999999999976
2.84791,394.32999999999964
3.04623,477.1000000000001
3.19689,479.04000000000036
3.47227,215.46999999999983
3.63062,75.8700000000001
3.64239,84.25000000000038
3.65489,999.3499999999997
3.66483,1175.0599999999997
4.60885,241.16999999999945
4.78578,68.1099999999999
4.79608,60.559999999999725
