time(s)	cellId	rnti	lcid	packetSize	delay(s)
1.08875	2	1	3	448	0.000247319
1.09019	2	1	3	592	0.000251783
1.09025	2	1	3	592	0.000251783
1.09031	2	1	3	592	0.000251783
1.09037	2	1	3	448	0.000247319
1.09181	2	1	3	592	0.000251783
1.09188	2	1	3	592	0.000251783
1.09196	2	1	3	1040	0.000269639
1.09346	2	1	3	1184	0.000274103
1.0935	2	1	3	592	0.000251783
1.09356	2	1	3	448	0.000247319
1.095	2	1	3	592	0.000251783
1.09506	2	1	3	592	0.000251783
1.09514	2	1	3	1040	0.000269639
1.09663	2	1	3	592	0.000251783
1.09671	2	1	3	1184	0.000274103
1.09675	2	1	3	448	0.000247319
1.09819	2	1	3	592	0.000251783
1.09825	2	1	3	592	0.000251783
1.09831	2	1	3	592	0.000251783
1.09837	2	1	3	448	0.000247319
1.09981	2	1	3	592	0.000251783
1.09988	2	1	3	592	0.000251783
1.09996	2	1	3	1040	0.000269639
1.10146	2	1	3	1184	0.000274103
1.1015	2	1	3	592	0.000251783
1.10156	2	1	3	448	0.000247319
1.103	2	1	3	592	0.000251783
1.10306	2	1	3	592	0.000251783
1.10314	2	1	3	1040	0.000269639
1.10463	2	1	3	592	0.000251783
1.10471	2	1	3	1184	0.000274103
1.10475	2	1	3	448	0.000247319
1.10619	2	1	3	592	0.000251783
1.10625	2	1	3	592	0.000251783
1.10631	2	1	3	592	0.000251783
1.10637	2	1	3	448	0.000247319
1.10781	2	1	3	592	0.000251783
1.10788	2	1	3	592	0.000251783
1.10796	2	1	3	1040	0.000269639
1.10946	2	1	3	1184	0.000274103
1.1095	2	1	3	592	0.000251783
1.10956	2	1	3	448	0.000247319
1.111	2	1	3	592	0.000251783
1.11106	2	1	3	592	0.000251783
1.11114	2	1	3	1040	0.000269639
1.11263	2	1	3	592	0.000251783
1.11271	2	1	3	1184	0.000274103
1.11275	2	1	3	448	0.000247319
1.11419	2	1	3	592	0.000251783
1.11425	2	1	3	592	0.000251783
1.11431	2	1	3	592	0.000251783
1.11437	2	1	3	448	0.000247319
1.11581	2	1	3	592	0.000251783
1.11588	2	1	3	592	0.000251783
1.11596	2	1	3	1040	0.000269639
1.11746	2	1	3	1184	0.000274103
1.1175	2	1	3	592	0.000251783
1.11756	2	1	3	448	0.000247319
1.119	2	1	3	592	0.000251783
1.11906	2	1	3	592	0.000251783
1.11914	2	1	3	1040	0.000269639
1.12063	2	1	3	592	0.000251783
1.12071	2	1	3	1184	0.000274103
1.12075	2	1	3	448	0.000247319
1.12219	2	1	3	592	0.000251783
1.12225	2	1	3	592	0.000251783
1.12231	2	1	3	592	0.000251783
1.12237	2	1	3	448	0.000247319
1.12381	2	1	3	592	0.000251783
1.12388	2	1	3	592	0.000251783
1.12396	2	1	3	1040	0.000269639
1.12546	2	1	3	1184	0.000274103
1.1255	2	1	3	592	0.000251783
1.12556	2	1	3	448	0.000247319
1.127	2	1	3	592	0.000251783
1.12706	2	1	3	592	0.000251783
1.12714	2	1	3	1040	0.000269639
1.12863	2	1	3	592	0.000251783
1.12871	2	1	3	1184	0.000274103
1.12875	2	1	3	448	0.000247319
1.13019	2	1	3	592	0.000251783
1.13025	2	1	3	592	0.000251783
1.13031	2	1	3	592	0.000251783
1.13037	2	1	3	448	0.000247319
1.13181	2	1	3	592	0.000251783
1.13188	2	1	3	592	0.000251783
1.13196	2	1	3	1040	0.000269639
1.13346	2	1	3	1184	0.000274103
1.1335	2	1	3	592	0.000251783
1.13356	2	1	3	448	0.000247319
1.135	2	1	3	592	0.000251783
1.13506	2	1	3	592	0.000251783
1.13514	2	1	3	1040	0.000269639
1.13663	2	1	3	592	0.000251783
1.13671	2	1	3	1184	0.000274103
1.13675	2	1	3	448	0.000247319
1.13819	2	1	3	592	0.000251783
1.13825	2	1	3	592	0.000251783
1.13831	2	1	3	592	0.000251783
1.13837	2	1	3	448	0.000247319
1.13981	2	1	3	592	0.000251783
1.13988	2	1	3	592	0.000251783
1.13996	2	1	3	1040	0.000269639
1.14146	2	1	3	1184	0.000274103
1.1415	2	1	3	592	0.000251783
1.14156	2	1	3	448	0.000247319
1.143	2	1	3	592	0.000251783
1.14306	2	1	3	592	0.000251783
1.14314	2	1	3	1040	0.000269639
1.14463	2	1	3	592	0.000251783
1.14471	2	1	3	1184	0.000274103
1.14475	2	1	3	448	0.000247319
1.14619	2	1	3	592	0.000251783
1.14625	2	1	3	592	0.000251783
1.14631	2	1	3	592	0.000251783
1.14637	2	1	3	448	0.000247319
1.14781	2	1	3	592	0.000251783
1.14788	2	1	3	592	0.000251783
1.14796	2	1	3	1040	0.000269639
1.14946	2	1	3	1184	0.000274103
1.1495	2	1	3	592	0.000251783
1.14956	2	1	3	448	0.000247319
1.151	2	1	3	592	0.000251783
1.15106	2	1	3	592	0.000251783
1.15114	2	1	3	1040	0.000269639
1.15263	2	1	3	592	0.000251783
1.15271	2	1	3	1184	0.000274103
1.15275	2	1	3	448	0.000247319
1.15419	2	1	3	592	0.000251783
1.15425	2	1	3	592	0.000251783
1.15431	2	1	3	592	0.000251783
1.15437	2	1	3	448	0.000247319
1.15581	2	1	3	592	0.000251783
1.15588	2	1	3	592	0.000251783
1.15596	2	1	3	1040	0.000269639
1.15746	2	1	3	1184	0.000274103
1.1575	2	1	3	592	0.000251783
1.15756	2	1	3	448	0.000247319
1.159	2	1	3	592	0.000251783
1.15906	2	1	3	592	0.000251783
1.15914	2	1	3	1040	0.000269639
1.16063	2	1	3	592	0.000251783
1.16071	2	1	3	1184	0.000274103
1.16075	2	1	3	448	0.000247319
1.16219	2	1	3	592	0.000251783
1.16225	2	1	3	592	0.000251783
1.16231	2	1	3	592	0.000251783
1.16237	2	1	3	448	0.000247319
1.16381	2	1	3	592	0.000251783
1.16388	2	1	3	592	0.000251783
1.16396	2	1	3	1040	0.000269639
1.16546	2	1	3	1184	0.000274103
1.1655	2	1	3	592	0.000251783
1.16556	2	1	3	448	0.000247319
1.167	2	1	3	592	0.000251783
1.16706	2	1	3	592	0.000251783
1.16714	2	1	3	1040	0.000269639
1.16863	2	1	3	592	0.000251783
1.16871	2	1	3	1184	0.000274103
1.16875	2	1	3	448	0.000247319
1.17019	2	1	3	592	0.000251783
1.17025	2	1	3	592	0.000251783
1.17031	2	1	3	592	0.000251783
1.17037	2	1	3	448	0.000247319
1.17181	2	1	3	592	0.000251783
1.17188	2	1	3	592	0.000251783
1.17196	2	1	3	1040	0.000269639
1.17346	2	1	3	1184	0.000274103
1.1735	2	1	3	592	0.000251783
1.17356	2	1	3	448	0.000247319
1.175	2	1	3	592	0.000251783
1.17506	2	1	3	592	0.000251783
1.17514	2	1	3	1040	0.000269639
1.17663	2	1	3	592	0.000251783
1.17671	2	1	3	1184	0.000274103
1.17675	2	1	3	448	0.000247319
1.17819	2	1	3	592	0.000251783
1.17825	2	1	3	592	0.000251783
1.17831	2	1	3	592	0.000251783
1.17837	2	1	3	448	0.000247319
1.17981	2	1	3	592	0.000251783
1.17988	2	1	3	592	0.000251783
1.17996	2	1	3	1040	0.000269639
1.18146	2	1	3	1184	0.000274103
1.1815	2	1	3	592	0.000251783
1.18156	2	1	3	448	0.000247319
1.183	2	1	3	592	0.000251783
1.18306	2	1	3	592	0.000251783
1.18314	2	1	3	1040	0.000269639
1.18463	2	1	3	592	0.000251783
1.18471	2	1	3	1184	0.000274103
1.18475	2	1	3	448	0.000247319
1.18619	2	1	3	592	0.000251783
1.18625	2	1	3	592	0.000251783
1.18631	2	1	3	592	0.000251783
1.18637	2	1	3	448	0.000247319
1.18781	2	1	3	592	0.000251783
1.18788	2	1	3	592	0.000251783
1.18796	2	1	3	1040	0.000269639
1.18946	2	1	3	1184	0.000274103
1.1895	2	1	3	592	0.000251783
1.18956	2	1	3	448	0.000247319
1.191	2	1	3	592	0.000251783
1.19106	2	1	3	592	0.000251783
1.19114	2	1	3	1040	0.000269639
1.19263	2	1	3	592	0.000251783
1.19271	2	1	3	1184	0.000274103
1.19275	2	1	3	448	0.000247319
1.19419	2	1	3	592	0.000251783
1.19425	2	1	3	592	0.000251783
1.19431	2	1	3	592	0.000251783
1.19437	2	1	3	448	0.000247319
1.19581	2	1	3	592	0.000251783
1.19588	2	1	3	592	0.000251783
1.19596	2	1	3	1040	0.000269639
1.19746	2	1	3	1184	0.000274103
1.1975	2	1	3	592	0.000251783
1.19756	2	1	3	448	0.000247319
1.199	2	1	3	592	0.000251783
1.19906	2	1	3	592	0.000251783
1.19914	2	1	3	1040	0.000269639
1.20063	2	1	3	592	0.000251783
1.20071	2	1	3	1184	0.000274103
1.20075	2	1	3	448	0.000247319
1.20219	2	1	3	592	0.000251783
1.20225	2	1	3	592	0.000251783
1.20231	2	1	3	592	0.000251783
1.20237	2	1	3	448	0.000247319
1.20381	2	1	3	592	0.000251783
1.20388	2	1	3	592	0.000251783
1.20396	2	1	3	1040	0.000269639
1.20546	2	1	3	1184	0.000274103
1.2055	2	1	3	592	0.000251783
1.20556	2	1	3	448	0.000247319
1.207	2	1	3	592	0.000251783
1.20706	2	1	3	592	0.000251783
1.20714	2	1	3	1040	0.000269639
1.20863	2	1	3	592	0.000251783
1.20871	2	1	3	1184	0.000274103
1.20875	2	1	3	448	0.000247319
1.21019	2	1	3	592	0.000251783
1.21025	2	1	3	592	0.000251783
1.21031	2	1	3	592	0.000251783
1.21037	2	1	3	448	0.000247319
1.21181	2	1	3	592	0.000251783
1.21188	2	1	3	592	0.000251783
1.21196	2	1	3	1040	0.000269639
1.21346	2	1	3	1184	0.000274103
1.2135	2	1	3	592	0.000251783
1.21356	2	1	3	448	0.000247319
1.215	2	1	3	592	0.000251783
1.21506	2	1	3	592	0.000251783
1.21514	2	1	3	1040	0.000269639
1.21663	2	1	3	592	0.000251783
1.21671	2	1	3	1184	0.000274103
1.21675	2	1	3	448	0.000247319
1.21819	2	1	3	592	0.000251783
1.21825	2	1	3	592	0.000251783
1.21831	2	1	3	592	0.000251783
